alco_sex,alco_category_group,alco_category,alco_age_group,alco_estimate_000
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total males, 15 years and over",65–74,1149.1
Females,Exceeded guideline,Consumed more than 10 drinks in the last week,65–74,170.6
Females,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,65–74,68.0
Females,Exceeded guideline,Total exceeded guideline,65–74,189.5
Females,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,65–74,386.2
Females,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,65–74,272.4
Females,Did not exceed guideline,Never consumed alcohol,65–74,161.5
Females,Did not exceed guideline,Consumed alcohol 12 or more months ago,65–74,206.6
Females,Did not exceed guideline,Total did not exceed guideline,65–74,1033.8
Females,Did not exceed guideline,"Total females, 15 years and over",65–74,1254.2
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,65–74,40.8
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,65–74,21.0
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,65–74,107.5
Females,Number of standard drinks consumed in a week when exceeding the guideline,Total females who exceeded guideline and consumed in the last week,65–74,170.6
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,65–74,46.8
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,65–74,19.9
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,65–74,4.5
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total females who exceeded guideline and consumed in the last month,65–74,68.0
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total females, 15 years and over",65–74,1254.2
Persons,Exceeded guideline,Consumed more than 10 drinks in the last week,75 years and over,285.5
Persons,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,75 years and over,113.0
Persons,Exceeded guideline,Total exceeded guideline,75 years and over,313.4
Persons,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,75 years and over,537.6
Persons,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,75 years and over,307.7
Persons,Did not exceed guideline,Never consumed alcohol,75 years and over,246.6
Persons,Did not exceed guideline,Consumed alcohol 12 or more months ago,75 years and over,348.6
Persons,Did not exceed guideline,Total did not exceed guideline,75 years and over,1435.9
Persons,Did not exceed guideline,"Total persons, 15 years and over",75 years and over,1792.9
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,75 years and over,65.5
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,75 years and over,27.9
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,75 years and over,186.4
Persons,Number of standard drinks consumed in a week when exceeding the guideline,Total persons who exceeded guideline and consumed in the last week,75 years and over,285.5
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,75 years and over,79.1
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,75 years and over,27.9
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,75 years and over,2.8
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total persons who exceeded guideline and consumed in the last month,75 years and over,113.0
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total persons, 15 years and over",75 years and over,1792.9
Males,Exceeded guideline,Consumed more than 10 drinks in the last week,75 years and over,198.8
Males,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,75 years and over,93.4
Males,Exceeded guideline,Total exceeded guideline,75 years and over,215.2
Males,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,75 years and over,271.5
Males,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,75 years and over,130.6
Males,Did not exceed guideline,Never consumed alcohol,75 years and over,60.3
Males,Did not exceed guideline,Consumed alcohol 12 or more months ago,75 years and over,138.2
Males,Did not exceed guideline,Total did not exceed guideline,75 years and over,602.9
Males,Did not exceed guideline,"Total males, 15 years and over",75 years and over,835.7
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,75 years and over,45.1
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,75 years and over,16.0
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,75 years and over,128.6
Males,Number of standard drinks consumed in a week when exceeding the guideline,Total males who exceeded guideline and consumed in the last week,75 years and over,198.8
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,75 years and over,62.9
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,75 years and over,22.5
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,75 years and over,1.6
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total males who exceeded guideline and consumed in the last month,75 years and over,93.4
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total males, 15 years and over",75 years and over,835.7
Females,Exceeded guideline,Consumed more than 10 drinks in the last week,75 years and over,83.9
Females,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,75 years and over,23.1
Females,Exceeded guideline,Total exceeded guideline,75 years and over,93.3
Females,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,75 years and over,262.5
Females,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,75 years and over,173.3
Females,Did not exceed guideline,Never consumed alcohol,75 years and over,195.7
Females,Did not exceed guideline,Consumed alcohol 12 or more months ago,75 years and over,212.8
Females,Did not exceed guideline,Total did not exceed guideline,75 years and over,837.7
Females,Did not exceed guideline,"Total females, 15 years and over",75 years and over,957.4
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,75 years and over,18.0
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,75 years and over,7.2
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,75 years and over,56.6
Females,Number of standard drinks consumed in a week when exceeding the guideline,Total females who exceeded guideline and consumed in the last week,75 years and over,83.9
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,75 years and over,13.5
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,75 years and over,5.6
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,75 years and over,0.0
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total females who exceeded guideline and consumed in the last month,75 years and over,23.1
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total females, 15 years and over",75 years and over,957.4
Persons,Exceeded guideline,Consumed more than 10 drinks in the last week,18–44,1460.2
Persons,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,18–44,2322.7
Persons,Exceeded guideline,Total exceeded guideline,18–44,2615.2
Persons,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,18–44,2463.4
Persons,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,18–44,2374.5
Persons,Did not exceed guideline,Never consumed alcohol,18–44,1075.0
Persons,Did not exceed guideline,Consumed alcohol 12 or more months ago,18–44,802.2
Persons,Did not exceed guideline,Total did not exceed guideline,18–44,6707.6
Persons,Did not exceed guideline,"Total persons, 15 years and over",18–44,9414.7
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,18–44,261.2
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,18–44,174.1
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,18–44,1016.4
Persons,Number of standard drinks consumed in a week when exceeding the guideline,Total persons who exceeded guideline and consumed in the last week,18–44,1456.6
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,18–44,844.3
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,18–44,808.3
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,18–44,666.9
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total persons who exceeded guideline and consumed in the last month,18–44,2322.7
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total persons, 15 years and over",18–44,9414.7
Males,Exceeded guideline,Consumed more than 10 drinks in the last week,18–44,1030.6
Males,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,18–44,1520.7
Males,Exceeded guideline,Total exceeded guideline,18–44,1717.5
Males,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,18–44,1114.3
Males,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,18–44,1027.4
Males,Did not exceed guideline,Never consumed alcohol,18–44,520.4
Males,Did not exceed guideline,Consumed alcohol 12 or more months ago,18–44,284.5
Males,Did not exceed guideline,Total did not exceed guideline,18–44,2935.1
Males,Did not exceed guideline,"Total males, 15 years and over",18–44,4691.3
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,18–44,179.1
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,18–44,132.1
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,18–44,715.8
Males,Number of standard drinks consumed in a week when exceeding the guideline,Total males who exceeded guideline and consumed in the last week,18–44,1028.6
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,18–44,498.0
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,18–44,514.9
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,18–44,511.1
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total males who exceeded guideline and consumed in the last month,18–44,1520.7
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total males, 15 years and over",18–44,4691.3
Females,Exceeded guideline,Consumed more than 10 drinks in the last week,18–44,429.6
Females,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,18–44,799.7
Females,Exceeded guideline,Total exceeded guideline,18–44,903.3
Females,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,18–44,1352.7
Females,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,18–44,1341.3
Females,Did not exceed guideline,Never consumed alcohol,18–44,551.2
Females,Did not exceed guideline,Consumed alcohol 12 or more months ago,18–44,506.2
Females,Did not exceed guideline,Total did not exceed guideline,18–44,3774.8
Females,Did not exceed guideline,"Total females, 15 years and over",18–44,4712.3
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,18–44,82.9
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,18–44,47.2
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,18–44,295.7
Females,Number of standard drinks consumed in a week when exceeding the guideline,Total females who exceeded guideline and consumed in the last week,18–44,429.6
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,18–44,352.9
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,18–44,298.2
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,18–44,156.1
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total females who exceeded guideline and consumed in the last month,18–44,799.7
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total females, 15 years and over",18–44,4712.3
Persons,Exceeded guideline,Consumed more than 10 drinks in the last week,45 years and over,2207.4
Persons,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,45 years and over,1736.3
Persons,Exceeded guideline,Total exceeded guideline,45 years and over,2684.9
Persons,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,45 years and over,3043.0
Persons,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,45 years and over,2054.3
Persons,Did not exceed guideline,Never consumed alcohol,45 years and over,1025.6
Persons,Did not exceed guideline,Consumed alcohol 12 or more months ago,45 years and over,1409.7
Persons,Did not exceed guideline,Total did not exceed guideline,45 years and over,7538.4
Persons,Did not exceed guideline,"Total persons, 15 years and over",45 years and over,10392.0
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,45 years and over,373.5
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,45 years and over,259.0
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,45 years and over,1569.4
Persons,Number of standard drinks consumed in a week when exceeding the guideline,Total persons who exceeded guideline and consumed in the last week,45 years and over,2207.4
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,45 years and over,850.9
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,45 years and over,519.8
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,45 years and over,365.8
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total persons who exceeded guideline and consumed in the last month,45 years and over,1736.3
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total persons, 15 years and over",45 years and over,10392.0
Males,Exceeded guideline,Consumed more than 10 drinks in the last week,45 years and over,1433.2
Males,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,45 years and over,1255.9
Males,Exceeded guideline,Total exceeded guideline,45 years and over,1761.9
Males,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,45 years and over,1414.0
Males,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,45 years and over,899.9
Males,Did not exceed guideline,Never consumed alcohol,45 years and over,290.1
Males,Did not exceed guideline,Consumed alcohol 12 or more months ago,45 years and over,595.3
Males,Did not exceed guideline,Total did not exceed guideline,45 years and over,3197.6
Males,Did not exceed guideline,"Total males, 15 years and over",45 years and over,5019.6
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,45 years and over,186.6
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,45 years and over,190.0
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,45 years and over,1063.0
Males,Number of standard drinks consumed in a week when exceeding the guideline,Total males who exceeded guideline and consumed in the last week,45 years and over,1433.2
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,45 years and over,565.3
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,45 years and over,381.6
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,45 years and over,309.8
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total males who exceeded guideline and consumed in the last month,45 years and over,1255.9
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total males, 15 years and over",45 years and over,5019.6
Females,Exceeded guideline,Consumed more than 10 drinks in the last week,45 years and over,769.0
Females,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,45 years and over,474.8
Females,Exceeded guideline,Total exceeded guideline,45 years and over,925.5
Females,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,45 years and over,1627.7
Females,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,45 years and over,1151.9
Females,Did not exceed guideline,Never consumed alcohol,45 years and over,743.2
Females,Did not exceed guideline,Consumed alcohol 12 or more months ago,45 years and over,813.1
Females,Did not exceed guideline,Total did not exceed guideline,45 years and over,4335.9
Females,Did not exceed guideline,"Total females, 15 years and over",45 years and over,5373.9
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,45 years and over,186.7
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,45 years and over,75.7
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,45 years and over,510.4
Females,Number of standard drinks consumed in a week when exceeding the guideline,Total females who exceeded guideline and consumed in the last week,45 years and over,769.0
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,45 years and over,289.3
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,45 years and over,136.9
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,45 years and over,48.2
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total females who exceeded guideline and consumed in the last month,45 years and over,474.8
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total females, 15 years and over",45 years and over,5373.9
Persons,Exceeded guideline,Consumed more than 10 drinks in the last week,Total 18 years and over,3668.0
Persons,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,Total 18 years and over,4056.3
Persons,Exceeded guideline,Total exceeded guideline,Total 18 years and over,5298.4
Persons,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,Total 18 years and over,5514.2
Persons,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,Total 18 years and over,4426.3
Persons,Did not exceed guideline,Never consumed alcohol,Total 18 years and over,2101.4
Persons,Did not exceed guideline,Consumed alcohol 12 or more months ago,Total 18 years and over,2204.7
Persons,Did not exceed guideline,Total did not exceed guideline,Total 18 years and over,14242.5
Persons,Did not exceed guideline,"Total persons, 15 years and over",Total 18 years and over,19806.8
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,Total 18 years and over,639.5
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,Total 18 years and over,440.7
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,Total 18 years and over,2591.6
Persons,Number of standard drinks consumed in a week when exceeding the guideline,Total persons who exceeded guideline and consumed in the last week,Total 18 years and over,3669.1
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,Total 18 years and over,1695.6
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,Total 18 years and over,1325.8
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,Total 18 years and over,1030.9
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total persons who exceeded guideline and consumed in the last month,Total 18 years and over,4056.3
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total persons, 15 years and over",Total 18 years and over,19806.8
Males,Exceeded guideline,Consumed more than 10 drinks in the last week,Total 18 years and over,2468.4
Males,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,Total 18 years and over,2788.9
Males,Exceeded guideline,Total exceeded guideline,Total 18 years and over,3478.9
Males,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,Total 18 years and over,2518.4
Males,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,Total 18 years and over,1923.4
Males,Did not exceed guideline,Never consumed alcohol,Total 18 years and over,801.0
Males,Did not exceed guideline,Consumed alcohol 12 or more months ago,Total 18 years and over,885.5
Males,Did not exceed guideline,Total did not exceed guideline,Total 18 years and over,6137.0
Males,Did not exceed guideline,"Total males, 15 years and over",Total 18 years and over,9712.9
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,Total 18 years and over,373.7
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,Total 18 years and over,315.1
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,Total 18 years and over,1776.6
Males,Number of standard drinks consumed in a week when exceeding the guideline,Total males who exceeded guideline and consumed in the last week,Total 18 years and over,2465.1
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,Total 18 years and over,1067.6
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,Total 18 years and over,898.5
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,Total 18 years and over,827.2
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total males who exceeded guideline and consumed in the last month,Total 18 years and over,2788.9
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total males, 15 years and over",Total 18 years and over,9712.9
Females,Exceeded guideline,Consumed more than 10 drinks in the last week,Total 18 years and over,1205.1
Females,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,Total 18 years and over,1269.4
Females,Exceeded guideline,Total exceeded guideline,Total 18 years and over,1821.6
Females,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,Total 18 years and over,2980.2
Females,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,Total 18 years and over,2503.8
Females,Did not exceed guideline,Never consumed alcohol,Total 18 years and over,1299.8
Females,Did not exceed guideline,Consumed alcohol 12 or more months ago,Total 18 years and over,1328.0
Females,Did not exceed guideline,Total did not exceed guideline,Total 18 years and over,8108.3
Females,Did not exceed guideline,"Total females, 15 years and over",Total 18 years and over,10083.3
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,Total 18 years and over,265.6
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,Total 18 years and over,128.5
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,Total 18 years and over,805.3
Females,Number of standard drinks consumed in a week when exceeding the guideline,Total females who exceeded guideline and consumed in the last week,Total 18 years and over,1205.1
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,Total 18 years and over,635.1
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,Total 18 years and over,429.1
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,Total 18 years and over,198.5
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total females who exceeded guideline and consumed in the last month,Total 18 years and over,1269.4
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total females, 15 years and over",Total 18 years and over,10083.3
Persons,Exceeded guideline,Consumed more than 10 drinks in the last week,Total 15 years and over,3687.5
Persons,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,Total 15 years and over,4080.3
Persons,Exceeded guideline,Total exceeded guideline,Total 15 years and over,5350.2
Persons,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,Total 15 years and over,5568.7
Persons,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,Total 15 years and over,4613.0
Persons,Did not exceed guideline,Never consumed alcohol,Total 15 years and over,2675.4
Persons,Did not exceed guideline,Consumed alcohol 12 or more months ago,Total 15 years and over,2239.9
Persons,Did not exceed guideline,Total did not exceed guideline,Total 15 years and over,15104.7
Persons,Did not exceed guideline,"Total persons, 15 years and over",Total 15 years and over,20726.3
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,Total 15 years and over,648.8
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,Total 15 years and over,450.1
Persons,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,Total 15 years and over,2595.5
Persons,Number of standard drinks consumed in a week when exceeding the guideline,Total persons who exceeded guideline and consumed in the last week,Total 15 years and over,3688.5
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,Total 15 years and over,1703.3
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,Total 15 years and over,1346.0
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,Total 15 years and over,1026.7
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total persons who exceeded guideline and consumed in the last month,Total 15 years and over,4080.3
Persons,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total persons, 15 years and over",Total 15 years and over,20726.3
Males,Exceeded guideline,Consumed more than 10 drinks in the last week,Total 15 years and over,2487.2
Males,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,Total 15 years and over,2797.4
Males,Exceeded guideline,Total exceeded guideline,Total 15 years and over,3503.6
Males,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,Total 15 years and over,2550.5
Males,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,Total 15 years and over,2012.3
Males,Did not exceed guideline,Never consumed alcohol,Total 15 years and over,1100.2
Males,Did not exceed guideline,Consumed alcohol 12 or more months ago,Total 15 years and over,903.2
Males,Did not exceed guideline,Total did not exceed guideline,Total 15 years and over,6569.0
Males,Did not exceed guideline,"Total males, 15 years and over",Total 15 years and over,10191.0
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,Total 15 years and over,386.2
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,Total 15 years and over,317.4
Males,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,Total 15 years and over,1785.4
Males,Number of standard drinks consumed in a week when exceeding the guideline,Total males who exceeded guideline and consumed in the last week,Total 15 years and over,2479.5
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,Total 15 years and over,1063.5
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,Total 15 years and over,903.2
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,Total 15 years and over,824.7
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total males who exceeded guideline and consumed in the last month,Total 15 years and over,2797.4
Males,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total males, 15 years and over",Total 15 years and over,10191.0
Females,Exceeded guideline,Consumed more than 10 drinks in the last week,Total 15 years and over,1210.1
Females,Exceeded guideline,Consumed 5 or more drinks on any day in the last 12 months at least monthly,Total 15 years and over,1277.3
Females,Exceeded guideline,Total exceeded guideline,Total 15 years and over,1838.3
Females,Did not exceed guideline,Consumed alcohol in the last week but did not exceed guideline,Total 15 years and over,3015.4
Females,Did not exceed guideline,Did not consume alcohol in the last week but did less than 12 months ago and did not exceed guideline,Total 15 years and over,2602.9
Females,Did not exceed guideline,Never consumed alcohol,Total 15 years and over,1583.4
Females,Did not exceed guideline,Consumed alcohol 12 or more months ago,Total 15 years and over,1333.4
Females,Did not exceed guideline,Total did not exceed guideline,Total 15 years and over,8533.7
Females,Did not exceed guideline,"Total females, 15 years and over",Total 15 years and over,10530.8
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 10 to 12,Total 15 years and over,265.6
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 12 to 14,Total 15 years and over,129.3
Females,Number of standard drinks consumed in a week when exceeding the guideline,More than 14,Total 15 years and over,808.7
Females,Number of standard drinks consumed in a week when exceeding the guideline,Total females who exceeded guideline and consumed in the last week,Total 15 years and over,1210.1
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,5 to less than 7,Total 15 years and over,642.7
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,7 to less than 11,Total 15 years and over,435.4
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,11 or more,Total 15 years and over,198.5
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,Total females who exceeded guideline and consumed in the last month,Total 15 years and over,1277.3
Females,Number of standard drinks consumed on a single day within the last month when exceeding the guideline,"Total females, 15 years and over",Total 15 years and over,10530.8
