data_year,survey_period,sex,age_group,risk_factor,disease,attributable_deaths,deaths,pct_deaths_total,attributable_yll,yll,pct_yll_total,attributable_yld,yld,pct_yld_total,attributable_daly,daly,pct_daly_total,disease_group
2015,2015,Males,55–64,Diet high in red meat,Bowel cancer,28,449,,782.0,12438.0,,37.0,581.0,,819.0,13019.0,,
2015,2015,Males,55–64,Diet high in red meat,Breast cancer,0,3,,3.0,83.0,,1.0,17.0,,3.0,99.0,,
2015,2015,Males,55–64,Diet high in red meat,Coronary heart disease,87,1268,,2424.0,35331.0,,522.0,7653.0,,2946.0,42984.0,,
2015,2015,Males,55–64,Diet high in red meat,Stroke,30,267,,846.0,7408.0,,130.0,1146.0,,976.0,8555.0,,
2015,2015,Males,55–64,Diet high in red meat,Type 2 diabetes mellitus,15,161,,411.0,4465.0,,1031.0,11214.0,,1442.0,15679.0,,
2015,2015,Males,65–84,Diet high in red meat,Bowel cancer,94,1691,,1424.0,25301.0,,108.0,1937.0,,1532.0,27238.0,,
2015,2015,Males,65–84,Diet high in red meat,Breast cancer,1,18,,8.0,261.0,,2.0,54.0,,10.0,315.0,,
2015,2015,Males,65–84,Diet high in red meat,Coronary heart disease,242,5435,,3544.0,77133.0,,992.0,21586.0,,4536.0,98719.0,,
2015,2015,Males,65–84,Diet high in red meat,Stroke,116,1991,,1633.0,26534.0,,298.0,4763.0,,1931.0,31297.0,,
2015,2015,Males,65–84,Diet high in red meat,Type 2 diabetes mellitus,68,831,,989.0,11916.0,,1461.0,17328.0,,2450.0,29244.0,,
2015,2015,Males,85+,Diet high in red meat,Bowel cancer,35,655,,203.0,3824.0,,30.0,571.0,,233.0,4394.0,,
2015,2015,Males,85+,Diet high in red meat,Breast cancer,0,4,,1.0,22.0,,0.0,13.0,,1.0,34.0,,
2015,2015,Males,85+,Diet high in red meat,Coronary heart disease,202,4872,,1072.0,25892.0,,295.0,7131.0,,1368.0,33023.0,,
2015,2015,Males,85+,Diet high in red meat,Stroke,106,2083,,568.0,11120.0,,72.0,1408.0,,640.0,12529.0,,
2015,2015,Males,85+,Diet high in red meat,Type 2 diabetes mellitus,39,491,,217.0,2719.0,,230.0,2882.0,,447.0,5601.0,,
2015,2015,Males,25–34,Diet high in sodium,Aortic aneurysm,0,4,,19.0,225.0,,0.0,0.0,,19.0,225.0,,
2015,2015,Males,25–34,Diet high in sodium,Atrial fibrillation and flutter,0,0,,0.0,0.0,,26.0,268.0,,26.0,268.0,,
2015,2015,Males,25–34,Diet high in sodium,Cardiomyopathy,2,18,,98.0,1015.0,,3.0,26.0,,101.0,1042.0,,
2015,2015,Males,25–34,Diet high in sodium,Chronic kidney disease,0,5,,17.0,285.0,,9.0,150.0,,27.0,435.0,,
2015,2015,Males,25–34,Diet high in sodium,Coronary heart disease,5,48,,290.0,2716.0,,16.0,153.0,,306.0,2869.0,,
2015,2015,Males,25–34,Diet high in sodium,Hypertensive heart disease,0,1,,6.0,54.0,,0.0,0.0,,6.0,54.0,,
2015,2015,Males,25–34,Diet high in sodium,Inflammatory heart disease,0,1,,1.0,62.0,,0.0,13.0,,2.0,75.0,,
2015,2015,Males,25–34,Diet high in sodium,Non-rheumatic valvular disease,0,4,,11.0,227.0,,3.0,54.0,,14.0,281.0,,
2015,2015,Males,25–34,Diet high in sodium,Peripheral vascular disease,0,1,,6.0,61.0,,1.0,14.0,,7.0,75.0,,
2015,2015,Males,25–34,Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),0,2,,11.0,117.0,,2.0,17.0,,12.0,134.0,,
2015,2015,Males,25–34,Diet high in sodium,Stroke,1,8,,48.0,458.0,,11.0,106.0,,60.0,563.0,,
2015,2015,Males,35–44,Diet high in sodium,Aortic aneurysm,1,14,,62.0,668.0,,0.0,0.0,,62.0,669.0,,
2015,2015,Males,35–44,Diet high in sodium,Atrial fibrillation and flutter,0,0,,0.0,0.0,,64.0,607.0,,64.0,607.0,,
2015,2015,Males,35–44,Diet high in sodium,Cardiomyopathy,5,51,,232.0,2343.0,,6.0,61.0,,238.0,2405.0,,
2015,2015,Males,35–44,Diet high in sodium,Chronic kidney disease,2,25,,95.0,1153.0,,28.0,339.0,,123.0,1491.0,,
2015,2015,Males,35–44,Diet high in sodium,Coronary heart disease,24,198,,1081.0,9044.0,,108.0,904.0,,1190.0,9947.0,,
2015,2015,Males,35–44,Diet high in sodium,Hypertensive heart disease,1,5,,31.0,239.0,,0.0,1.0,,31.0,240.0,,
2015,2015,Males,35–44,Diet high in sodium,Inflammatory heart disease,0,12,,11.0,548.0,,0.0,22.0,,12.0,570.0,,
2015,2015,Males,35–44,Diet high in sodium,Non-rheumatic valvular disease,1,12,,36.0,546.0,,7.0,106.0,,43.0,653.0,,
2015,2015,Males,35–44,Diet high in sodium,Peripheral vascular disease,0,3,,8.0,141.0,,2.0,28.0,,10.0,169.0,,
2015,2015,Males,35–44,Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),0,1,,4.0,49.0,,2.0,24.0,,6.0,72.0,,
2015,2015,Males,35–44,Diet high in sodium,Stroke,5,37,,211.0,1687.0,,30.0,243.0,,241.0,1930.0,,
2015,2015,Males,45–54,Diet high in sodium,Aortic aneurysm,3,26,,115.0,970.0,,0.0,0.0,,115.0,971.0,,
2015,2015,Males,45–54,Diet high in sodium,Atrial fibrillation and flutter,0,3,,14.0,112.0,,192.0,1479.0,,207.0,1591.0,,
2015,2015,Males,45–54,Diet high in sodium,Cardiomyopathy,7,58,,257.0,2144.0,,15.0,128.0,,273.0,2272.0,,
2015,2015,Males,45–54,Diet high in sodium,Chronic kidney disease,6,54,,228.0,1998.0,,76.0,673.0,,304.0,2671.0,,
2015,2015,Males,45–54,Diet high in sodium,Coronary heart disease,100,685,,3642.0,25106.0,,515.0,3544.0,,4158.0,28649.0,,
2015,2015,Males,45–54,Diet high in sodium,Hypertensive heart disease,4,26,,151.0,985.0,,0.0,2.0,,151.0,987.0,,
2015,2015,Males,45–54,Diet high in sodium,Inflammatory heart disease,0,7,,7.0,278.0,,1.0,41.0,,8.0,319.0,,
2015,2015,Males,45–54,Diet high in sodium,Non-rheumatic valvular disease,2,21,,66.0,758.0,,22.0,248.0,,88.0,1007.0,,
2015,2015,Males,45–54,Diet high in sodium,Peripheral vascular disease,1,7,,20.0,277.0,,5.0,72.0,,26.0,349.0,,
2015,2015,Males,45–54,Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),1,6,,21.0,222.0,,3.0,37.0,,24.0,259.0,,
2015,2015,Males,45–54,Diet high in sodium,Stroke,17,111,,614.0,4108.0,,91.0,602.0,,704.0,4710.0,,
2015,2015,Males,55–64,Diet high in sodium,Aortic aneurysm,4,51,,122.0,1395.0,,0.0,1.0,,122.0,1396.0,,
2015,2015,Males,55–64,Diet high in sodium,Atrial fibrillation and flutter,1,13,,33.0,354.0,,311.0,3341.0,,344.0,3695.0,,
2015,2015,Males,55–64,Diet high in sodium,Cardiomyopathy,11,124,,299.0,3423.0,,20.0,228.0,,319.0,3651.0,,
2015,2015,Males,55–64,Diet high in sodium,Chronic kidney disease,13,143,,361.0,4010.0,,93.0,1037.0,,455.0,5047.0,,
2015,2015,Males,55–64,Diet high in sodium,Coronary heart disease,127,1268,,3530.0,35331.0,,764.0,7653.0,,4294.0,42984.0,,
2015,2015,Males,55–64,Diet high in sodium,Hypertensive heart disease,4,40,,109.0,1154.0,,0.0,5.0,,110.0,1159.0,,
2015,2015,Males,55–64,Diet high in sodium,Inflammatory heart disease,0,14,,7.0,401.0,,1.0,72.0,,9.0,473.0,,
2015,2015,Males,55–64,Diet high in sodium,Non-rheumatic valvular disease,3,47,,86.0,1293.0,,38.0,565.0,,124.0,1859.0,,
2015,2015,Males,55–64,Diet high in sodium,Peripheral vascular disease,1,12,,21.0,304.0,,11.0,158.0,,31.0,462.0,,
2015,2015,Males,55–64,Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),1,14,,28.0,389.0,,4.0,55.0,,32.0,444.0,,
2015,2015,Males,55–64,Diet high in sodium,Stroke,27,267,,746.0,7408.0,,115.0,1146.0,,862.0,8555.0,,
2015,2015,Males,65–84,Diet high in sodium,Aortic aneurysm,22,301,,332.0,4287.0,,0.0,6.0,,333.0,4293.0,,
2015,2015,Males,65–84,Diet high in sodium,Atrial fibrillation and flutter,23,316,,298.0,3910.0,,961.0,11641.0,,1259.0,15551.0,,
2015,2015,Males,65–84,Diet high in sodium,Cardiomyopathy,28,375,,446.0,5606.0,,63.0,841.0,,510.0,6447.0,,
2015,2015,Males,65–84,Diet high in sodium,Chronic kidney disease,78,881,,1074.0,11901.0,,324.0,3566.0,,1398.0,15466.0,,
2015,2015,Males,65–84,Diet high in sodium,Coronary heart disease,494,5435,,7258.0,77133.0,,2037.0,21586.0,,9295.0,98719.0,,
2015,2015,Males,65–84,Diet high in sodium,Hypertensive heart disease,18,188,,272.0,2793.0,,2.0,26.0,,274.0,2819.0,,
2015,2015,Males,65–84,Diet high in sodium,Inflammatory heart disease,1,52,,14.0,820.0,,5.0,304.0,,18.0,1124.0,,
2015,2015,Males,65–84,Diet high in sodium,Non-rheumatic valvular disease,20,368,,275.0,4765.0,,170.0,2886.0,,445.0,7650.0,,
2015,2015,Males,65–84,Diet high in sodium,Peripheral vascular disease,11,171,,161.0,2405.0,,39.0,578.0,,200.0,2983.0,,
2015,2015,Males,65–84,Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),4,72,,60.0,966.0,,4.0,59.0,,64.0,1025.0,,
2015,2015,Males,65–84,Diet high in sodium,Stroke,172,1991,,2387.0,26534.0,,433.0,4763.0,,2820.0,31297.0,,
2015,2015,Males,85+,Diet high in sodium,Aortic aneurysm,11,195,,64.0,1111.0,,0.0,0.0,,64.0,1112.0,,
2015,2015,Males,85+,Diet high in sodium,Atrial fibrillation and flutter,28,455,,147.0,2395.0,,150.0,2446.0,,298.0,4841.0,,
2015,2015,Males,85+,Diet high in sodium,Cardiomyopathy,9,148,,49.0,820.0,,33.0,544.0,,82.0,1364.0,,
2015,2015,Males,85+,Diet high in sodium,Chronic kidney disease,64,781,,351.0,4257.0,,64.0,772.0,,415.0,5029.0,,
2015,2015,Males,85+,Diet high in sodium,Coronary heart disease,396,4872,,2106.0,25892.0,,580.0,7131.0,,2686.0,33023.0,,
2015,2015,Males,85+,Diet high in sodium,Hypertensive heart disease,19,229,,94.0,1127.0,,2.0,22.0,,96.0,1149.0,,
2015,2015,Males,85+,Diet high in sodium,Inflammatory heart disease,0,15,,1.0,98.0,,3.0,223.0,,4.0,321.0,,
2015,2015,Males,85+,Diet high in sodium,Non-rheumatic valvular disease,27,543,,147.0,2923.0,,78.0,1549.0,,226.0,4472.0,,
2015,2015,Males,85+,Diet high in sodium,Peripheral vascular disease,8,156,,43.0,854.0,,7.0,132.0,,49.0,986.0,,
2015,2015,Males,85+,Diet high in sodium,Rheumatic heart disease (including acute rheumatic fever),3,63,,19.0,367.0,,2.0,29.0,,21.0,396.0,,
2015,2015,Males,85+,Diet high in sodium,Stroke,158,2083,,846.0,11120.0,,107.0,1408.0,,953.0,12529.0,,
2015,2015,Males,25–34,Diet high in sugar-sweetened beverages,Coronary heart disease,2,48,,103.0,2716.0,,6.0,153.0,,109.0,2869.0,,
2015,2015,Males,25–34,Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,0,3,,7.0,153.0,,20.0,415.0,,27.0,568.0,,
2015,2015,Males,35–44,Diet high in sugar-sweetened beverages,Coronary heart disease,6,198,,262.0,9044.0,,26.0,904.0,,288.0,9947.0,,
2015,2015,Males,35–44,Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,1,19,,36.0,846.0,,91.0,2150.0,,127.0,2997.0,,
2015,2015,Males,45–54,Diet high in sugar-sweetened beverages,Coronary heart disease,14,685,,496.0,25106.0,,70.0,3544.0,,566.0,28649.0,,
2015,2015,Males,45–54,Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,2,60,,72.0,2182.0,,135.0,4116.0,,207.0,6298.0,,
2015,2015,Males,55–64,Diet high in sugar-sweetened beverages,Coronary heart disease,17,1268,,483.0,35331.0,,104.0,7653.0,,587.0,42984.0,,
2015,2015,Males,55–64,Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,5,161,,132.0,4465.0,,332.0,11214.0,,464.0,15679.0,,
2015,2015,Males,65–84,Diet high in sugar-sweetened beverages,Coronary heart disease,33,5435,,477.0,77133.0,,133.0,21586.0,,611.0,98719.0,,
2015,2015,Males,65–84,Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,16,831,,222.0,11916.0,,319.0,17328.0,,541.0,29244.0,,
2015,2015,Males,85+,Diet high in sugar-sweetened beverages,Coronary heart disease,30,4872,,160.0,25892.0,,44.0,7131.0,,204.0,33023.0,,
2015,2015,Males,85+,Diet high in sugar-sweetened beverages,Type 2 diabetes mellitus,10,491,,53.0,2719.0,,56.0,2882.0,,110.0,5601.0,,
2015,2015,Males,25–34,Diet low in fish & seafood,Coronary heart disease,3,48,,160.0,2716.0,,9.0,153.0,,168.0,2869.0,,
2015,2015,Males,35–44,Diet low in fish & seafood,Coronary heart disease,6,198,,294.0,9044.0,,29.0,904.0,,323.0,9947.0,,
2015,2015,Males,45–54,Diet low in fish & seafood,Coronary heart disease,17,685,,631.0,25106.0,,88.0,3544.0,,720.0,28649.0,,
2015,2015,Males,55–64,Diet low in fish & seafood,Coronary heart disease,23,1268,,651.0,35331.0,,140.0,7653.0,,792.0,42984.0,,
2015,2015,Males,65–84,Diet low in fish & seafood,Coronary heart disease,82,5435,,1185.0,77133.0,,333.0,21586.0,,1518.0,98719.0,,
2015,2015,Males,85+,Diet low in fish & seafood,Coronary heart disease,67,4872,,354.0,25892.0,,98.0,7131.0,,452.0,33023.0,,
2015,2015,Males,25–34,Diet low in fruit,Coronary heart disease,5,48,,297.0,2716.0,,16.0,153.0,,313.0,2869.0,,
2015,2015,Males,25–34,Diet low in fruit,Lung cancer,0,4,,10.0,239.0,,0.0,3.0,,10.0,242.0,,
2015,2015,Males,25–34,Diet low in fruit,Oesophageal cancer,0,0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2015,2015,Males,25–34,Diet low in fruit,Stroke,1,8,,76.0,458.0,,18.0,106.0,,94.0,563.0,,
2015,2015,Males,25–34,Diet low in fruit,Type 2 diabetes mellitus,0,3,,12.0,153.0,,34.0,415.0,,46.0,568.0,,
2015,2015,Males,35–44,Diet low in fruit,Coronary heart disease,19,198,,857.0,9044.0,,85.0,904.0,,942.0,9947.0,,
2015,2015,Males,35–44,Diet low in fruit,Lung cancer,2,59,,113.0,2688.0,,1.0,16.0,,114.0,2705.0,,
2015,2015,Males,35–44,Diet low in fruit,Oesophageal cancer,2,12,,107.0,560.0,,1.0,4.0,,107.0,564.0,,
2015,2015,Males,35–44,Diet low in fruit,Stroke,5,37,,236.0,1687.0,,34.0,243.0,,270.0,1930.0,,
2015,2015,Males,35–44,Diet low in fruit,Type 2 diabetes mellitus,1,19,,65.0,846.0,,165.0,2150.0,,230.0,2997.0,,
2015,2015,Males,45–54,Diet low in fruit,Coronary heart disease,51,685,,1890.0,25106.0,,265.0,3544.0,,2155.0,28649.0,,
2015,2015,Males,45–54,Diet low in fruit,Lung cancer,10,254,,365.0,9219.0,,3.0,75.0,,368.0,9293.0,,
2015,2015,Males,45–54,Diet low in fruit,Oesophageal cancer,13,73,,464.0,2639.0,,3.0,19.0,,467.0,2658.0,,
2015,2015,Males,45–54,Diet low in fruit,Stroke,11,111,,410.0,4108.0,,59.0,602.0,,469.0,4710.0,,
2015,2015,Males,45–54,Diet low in fruit,Type 2 diabetes mellitus,4,60,,155.0,2182.0,,293.0,4116.0,,448.0,6298.0,,
2015,2015,Males,55–64,Diet low in fruit,Coronary heart disease,76,1268,,2129.0,35331.0,,460.0,7653.0,,2589.0,42984.0,,
2015,2015,Males,55–64,Diet low in fruit,Lung cancer,33,845,,899.0,23382.0,,11.0,274.0,,910.0,23656.0,,
2015,2015,Males,55–64,Diet low in fruit,Oesophageal cancer,31,180,,851.0,5027.0,,12.0,71.0,,863.0,5098.0,,
2015,2015,Males,55–64,Diet low in fruit,Stroke,18,267,,516.0,7408.0,,80.0,1146.0,,596.0,8555.0,,
2015,2015,Males,55–64,Diet low in fruit,Type 2 diabetes mellitus,11,161,,307.0,4465.0,,771.0,11214.0,,1078.0,15679.0,,
2015,2015,Males,65–84,Diet low in fruit,Coronary heart disease,230,5435,,3312.0,77133.0,,926.0,21586.0,,4238.0,98719.0,,
2015,2015,Males,65–84,Diet low in fruit,Lung cancer,118,3284,,1827.0,50370.0,,40.0,1117.0,,1867.0,51487.0,,
2015,2015,Males,65–84,Diet low in fruit,Oesophageal cancer,90,579,,1448.0,9205.0,,33.0,211.0,,1480.0,9416.0,,
2015,2015,Males,65–84,Diet low in fruit,Stroke,78,1991,,1084.0,26534.0,,198.0,4763.0,,1281.0,31297.0,,
2015,2015,Males,65–84,Diet low in fruit,Type 2 diabetes mellitus,52,831,,757.0,11916.0,,1114.0,17328.0,,1871.0,29244.0,,
2015,2015,Males,85+,Diet low in fruit,Coronary heart disease,203,4872,,1081.0,25892.0,,298.0,7131.0,,1378.0,33023.0,,
2015,2015,Males,85+,Diet low in fruit,Lung cancer,27,767,,163.0,4618.0,,11.0,323.0,,174.0,4941.0,,
2015,2015,Males,85+,Diet low in fruit,Oesophageal cancer,18,118,,109.0,724.0,,8.0,53.0,,117.0,778.0,,
2015,2015,Males,85+,Diet low in fruit,Stroke,73,2083,,392.0,11120.0,,50.0,1408.0,,442.0,12529.0,,
2015,2015,Males,85+,Diet low in fruit,Type 2 diabetes mellitus,30,491,,168.0,2719.0,,178.0,2882.0,,345.0,5601.0,,
2015,2015,Males,25–34,Diet low in legumes,Coronary heart disease,17,48,,969.0,2716.0,,55.0,153.0,,1024.0,2869.0,,
2015,2015,Males,35–44,Diet low in legumes,Coronary heart disease,64,198,,2916.0,9044.0,,290.0,904.0,,3206.0,9947.0,,
2015,2015,Males,45–54,Diet low in legumes,Coronary heart disease,190,685,,6998.0,25106.0,,984.0,3544.0,,7982.0,28649.0,,
2015,2015,Males,55–64,Diet low in legumes,Coronary heart disease,274,1268,,7655.0,35331.0,,1651.0,7653.0,,9306.0,42984.0,,
2015,2015,Males,65–84,Diet low in legumes,Coronary heart disease,932,5435,,13411.0,77133.0,,3756.0,21586.0,,17167.0,98719.0,,
2015,2015,Males,85+,Diet low in legumes,Coronary heart disease,807,4872,,4289.0,25892.0,,1181.0,7131.0,,5470.0,33023.0,,
2015,2015,Males,25–34,Diet low in milk,Bowel cancer,1,26,,65.0,1454.0,,2.0,37.0,,66.0,1491.0,,
2015,2015,Males,35–44,Diet low in milk,Bowel cancer,2,55,,108.0,2526.0,,4.0,84.0,,111.0,2610.0,,
2015,2015,Males,45–54,Diet low in milk,Bowel cancer,10,204,,354.0,7433.0,,12.0,248.0,,366.0,7680.0,,
2015,2015,Males,55–64,Diet low in milk,Bowel cancer,23,449,,630.0,12438.0,,29.0,581.0,,660.0,13019.0,,
2015,2015,Males,65–84,Diet low in milk,Bowel cancer,78,1691,,1183.0,25301.0,,90.0,1937.0,,1272.0,27238.0,,
2015,2015,Males,85+,Diet low in milk,Bowel cancer,29,655,,172.0,3824.0,,26.0,571.0,,197.0,4394.0,,
2015,2015,Males,25–34,Diet low in nuts & seeds,Coronary heart disease,9,48,,517.0,2716.0,,29.0,153.0,,546.0,2869.0,,
2015,2015,Males,25–34,Diet low in nuts & seeds,Type 2 diabetes mellitus,0,3,,3.0,153.0,,9.0,415.0,,12.0,568.0,,
2015,2015,Males,35–44,Diet low in nuts & seeds,Coronary heart disease,32,198,,1476.0,9044.0,,146.0,904.0,,1622.0,9947.0,,
2015,2015,Males,35–44,Diet low in nuts & seeds,Type 2 diabetes mellitus,0,19,,17.0,846.0,,44.0,2150.0,,62.0,2997.0,,
2015,2015,Males,45–54,Diet low in nuts & seeds,Coronary heart disease,92,685,,3382.0,25106.0,,475.0,3544.0,,3857.0,28649.0,,
2015,2015,Males,45–54,Diet low in nuts & seeds,Type 2 diabetes mellitus,1,60,,42.0,2182.0,,80.0,4116.0,,122.0,6298.0,,
2015,2015,Males,55–64,Diet low in nuts & seeds,Coronary heart disease,126,1268,,3523.0,35331.0,,759.0,7653.0,,4281.0,42984.0,,
2015,2015,Males,55–64,Diet low in nuts & seeds,Type 2 diabetes mellitus,3,161,,84.0,4465.0,,212.0,11214.0,,297.0,15679.0,,
2015,2015,Males,65–84,Diet low in nuts & seeds,Coronary heart disease,515,5435,,7292.0,77133.0,,2043.0,21586.0,,9335.0,98719.0,,
2015,2015,Males,65–84,Diet low in nuts & seeds,Type 2 diabetes mellitus,19,831,,269.0,11916.0,,381.0,17328.0,,650.0,29244.0,,
2015,2015,Males,85+,Diet low in nuts & seeds,Coronary heart disease,460,4872,,2446.0,25892.0,,674.0,7131.0,,3120.0,33023.0,,
2015,2015,Males,85+,Diet low in nuts & seeds,Type 2 diabetes mellitus,12,491,,65.0,2719.0,,69.0,2882.0,,134.0,5601.0,,
2015,2015,Males,25–34,Diet low in polyunsaturated fats,Coronary heart disease,2,48,,102.0,2716.0,,6.0,153.0,,107.0,2869.0,,
2015,2015,Males,35–44,Diet low in polyunsaturated fats,Coronary heart disease,6,198,,256.0,9044.0,,25.0,904.0,,281.0,9947.0,,
2015,2015,Males,45–54,Diet low in polyunsaturated fats,Coronary heart disease,18,685,,665.0,25106.0,,94.0,3544.0,,759.0,28649.0,,
2015,2015,Males,55–64,Diet low in polyunsaturated fats,Coronary heart disease,28,1268,,787.0,35331.0,,171.0,7653.0,,958.0,42984.0,,
2015,2015,Males,65–84,Diet low in polyunsaturated fats,Coronary heart disease,83,5435,,1162.0,77133.0,,325.0,21586.0,,1487.0,98719.0,,
2015,2015,Males,85+,Diet low in polyunsaturated fats,Coronary heart disease,77,4872,,410.0,25892.0,,113.0,7131.0,,522.0,33023.0,,
2015,2015,Males,25–34,Diet low in vegetables,Coronary heart disease,5,48,,292.0,2716.0,,16.0,153.0,,308.0,2869.0,,
2015,2015,Males,25–34,Diet low in vegetables,Oesophageal cancer,0,0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2015,2015,Males,25–34,Diet low in vegetables,Stroke,1,8,,51.0,458.0,,12.0,106.0,,63.0,563.0,,
2015,2015,Males,35–44,Diet low in vegetables,Coronary heart disease,19,198,,885.0,9044.0,,88.0,904.0,,973.0,9947.0,,
2015,2015,Males,35–44,Diet low in vegetables,Oesophageal cancer,1,12,,40.0,560.0,,0.0,4.0,,40.0,564.0,,
2015,2015,Males,35–44,Diet low in vegetables,Stroke,4,37,,166.0,1687.0,,24.0,243.0,,190.0,1930.0,,
2015,2015,Males,45–54,Diet low in vegetables,Coronary heart disease,57,685,,2086.0,25106.0,,294.0,3544.0,,2380.0,28649.0,,
2015,2015,Males,45–54,Diet low in vegetables,Oesophageal cancer,5,73,,190.0,2639.0,,1.0,19.0,,191.0,2658.0,,
2015,2015,Males,45–54,Diet low in vegetables,Stroke,10,111,,363.0,4108.0,,53.0,602.0,,416.0,4710.0,,
2015,2015,Males,55–64,Diet low in vegetables,Coronary heart disease,77,1268,,2168.0,35331.0,,466.0,7653.0,,2634.0,42984.0,,
2015,2015,Males,55–64,Diet low in vegetables,Oesophageal cancer,13,180,,363.0,5027.0,,5.0,71.0,,368.0,5098.0,,
2015,2015,Males,55–64,Diet low in vegetables,Stroke,21,267,,595.0,7408.0,,92.0,1146.0,,687.0,8555.0,,
2015,2015,Males,65–84,Diet low in vegetables,Coronary heart disease,291,5435,,4104.0,77133.0,,1148.0,21586.0,,5252.0,98719.0,,
2015,2015,Males,65–84,Diet low in vegetables,Oesophageal cancer,46,579,,720.0,9205.0,,17.0,211.0,,736.0,9416.0,,
2015,2015,Males,65–84,Diet low in vegetables,Stroke,116,1991,,1582.0,26534.0,,286.0,4763.0,,1868.0,31297.0,,
2015,2015,Males,85+,Diet low in vegetables,Coronary heart disease,264,4872,,1405.0,25892.0,,387.0,7131.0,,1792.0,33023.0,,
2015,2015,Males,85+,Diet low in vegetables,Oesophageal cancer,10,118,,59.0,724.0,,4.0,53.0,,64.0,778.0,,
2015,2015,Males,85+,Diet low in vegetables,Stroke,116,2083,,620.0,11120.0,,79.0,1408.0,,699.0,12529.0,,
2015,2015,Males,25–34,Diet low in whole grains & high fibre cereals,Bowel cancer,5,26,,253.0,1454.0,,6.0,37.0,,259.0,1491.0,,
2015,2015,Males,25–34,Diet low in whole grains & high fibre cereals,Coronary heart disease,8,48,,429.0,2716.0,,24.0,153.0,,453.0,2869.0,,
2015,2015,Males,25–34,Diet low in whole grains & high fibre cereals,Stroke,1,8,,47.0,458.0,,11.0,106.0,,58.0,563.0,,
2015,2015,Males,25–34,Diet low in whole grains & high fibre cereals,Type 2 diabetes mellitus,0,3,,7.0,153.0,,20.0,415.0,,27.0,568.0,,
2015,2015,Males,35–44,Diet low in whole grains & high fibre cereals,Bowel cancer,10,55,,435.0,2526.0,,14.0,84.0,,449.0,2610.0,,
2015,2015,Males,35–44,Diet low in whole grains & high fibre cereals,Coronary heart disease,28,198,,1264.0,9044.0,,126.0,904.0,,1390.0,9947.0,,
2015,2015,Males,35–44,Diet low in whole grains & high fibre cereals,Stroke,3,37,,149.0,1687.0,,22.0,243.0,,171.0,1930.0,,
2015,2015,Males,35–44,Diet low in whole grains & high fibre cereals,Type 2 diabetes mellitus,1,19,,40.0,846.0,,102.0,2150.0,,142.0,2997.0,,
2015,2015,Males,45–54,Diet low in whole grains & high fibre cereals,Bowel cancer,34,204,,1231.0,7433.0,,41.0,248.0,,1272.0,7680.0,,
2015,2015,Males,45–54,Diet low in whole grains & high fibre cereals,Coronary heart disease,78,685,,2860.0,25106.0,,402.0,3544.0,,3262.0,28649.0,,
2015,2015,Males,45–54,Diet low in whole grains & high fibre cereals,Stroke,7,111,,254.0,4108.0,,36.0,602.0,,291.0,4710.0,,
2015,2015,Males,45–54,Diet low in whole grains & high fibre cereals,Type 2 diabetes mellitus,3,60,,98.0,2182.0,,185.0,4116.0,,283.0,6298.0,,
2015,2015,Males,55–64,Diet low in whole grains & high fibre cereals,Bowel cancer,73,449,,2014.0,12438.0,,94.0,581.0,,2108.0,13019.0,,
2015,2015,Males,55–64,Diet low in whole grains & high fibre cereals,Coronary heart disease,105,1268,,2944.0,35331.0,,633.0,7653.0,,3577.0,42984.0,,
2015,2015,Males,55–64,Diet low in whole grains & high fibre cereals,Stroke,11,267,,310.0,7408.0,,48.0,1146.0,,357.0,8555.0,,
2015,2015,Males,55–64,Diet low in whole grains & high fibre cereals,Type 2 diabetes mellitus,7,161,,196.0,4465.0,,493.0,11214.0,,689.0,15679.0,,
2015,2015,Males,65–84,Diet low in whole grains & high fibre cereals,Bowel cancer,261,1691,,3929.0,25301.0,,299.0,1937.0,,4228.0,27238.0,,
2015,2015,Males,65–84,Diet low in whole grains & high fibre cereals,Coronary heart disease,325,5435,,4692.0,77133.0,,1313.0,21586.0,,6006.0,98719.0,,
2015,2015,Males,65–84,Diet low in whole grains & high fibre cereals,Stroke,43,1991,,602.0,26534.0,,110.0,4763.0,,713.0,31297.0,,
2015,2015,Males,65–84,Diet low in whole grains & high fibre cereals,Type 2 diabetes mellitus,34,831,,496.0,11916.0,,727.0,17328.0,,1224.0,29244.0,,
2015,2015,Males,85+,Diet low in whole grains & high fibre cereals,Bowel cancer,100,655,,582.0,3824.0,,87.0,571.0,,668.0,4394.0,,
2015,2015,Males,85+,Diet low in whole grains & high fibre cereals,Coronary heart disease,283,4872,,1504.0,25892.0,,414.0,7131.0,,1918.0,33023.0,,
