year,cube,sex,measure,category,age_group,proportion_pct
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,45-54,10.3
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,55-64,11.3
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,65 +,11.7
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,25-44,9.4
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,45-64,10.8
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,65-74,10.5
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,75 +,13.7
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,18-44,8.2
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,45 +,11.2
2022,9,Females,Daily consumption of vegetables(c),Met recommendation,Total 18 +,9.8
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,18-24,96.2
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,25-34,90.2
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,35-44,90.6
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,45-54,89.9
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,55-64,88.1
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,65 +,88.4
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,25-44,90.3
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,45-64,89.4
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,65-74,89.7
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,75 +,86.3
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,18-44,91.7
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,45 +,88.9
2022,9,Females,Daily consumption of vegetables(c),Did not meet recommendation,Total 18 +,90.2
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,18-24,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,25-34,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,35-44,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,45-54,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,55-64,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,65 +,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,25-44,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,45-64,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,65-74,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,75 +,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,18-44,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,45 +,100.0
2022,9,Females,Daily consumption of vegetables(c),Total females aged 18 years and over,Total 18 +,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,18-24,1.7
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,25-34,6.2
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,35-44,5.3
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,45-54,6.2
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,55-64,6.7
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,65 +,8.4
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,25-44,5.9
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,45-64,6.7
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,65-74,7.1
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,75 +,10.1
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,18-44,5.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,45 +,7.3
2022,9,Females,Daily consumption of fruit and vegetables(c),Met recommendation,Total 18 +,6.3
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,18-24,98.6
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,25-34,93.5
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,35-44,94.7
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,45-54,93.1
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,55-64,93.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,65 +,91.7
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,25-44,93.9
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,45-64,93.4
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,65-74,92.6
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,75 +,90.3
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,18-44,95.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,45 +,92.7
2022,9,Females,Daily consumption of fruit and vegetables(c),Did not meet recommendation,Total 18 +,93.8
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,18-24,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,25-34,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,35-44,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,45-54,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,55-64,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,65 +,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,25-44,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,45-64,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,65-74,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,75 +,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,18-44,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,45 +,100.0
2022,9,Females,Daily consumption of fruit and vegetables(c),Total females aged 18 years and over,Total 18 +,100.0
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,18-24,12.6
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,25-34,8.9
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,35-44,10.4
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,45-54,10.8
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,55-64,10.0
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,65 +,7.3
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,25-44,9.7
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,45-64,10.2
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,65-74,7.0
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,75 +,7.5
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,18-44,10.2
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,45 +,9.0
2022,9,Females,Usual daily consumption of fruit,Does not eat fruit,Total 18 +,9.6
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,18-24,2.3
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,25-34,2.3
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,35-44,2.0
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,45-54,3.8
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,55-64,1.9
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,65 +,1.3
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,25-44,2.1
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,45-64,2.9
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,65-74,1.5
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,75 +,1.7
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,18-44,2.2
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,45 +,2.4
2022,9,Females,Usual daily consumption of fruit,Less than 1 serve,Total 18 +,2.3
2022,9,Females,Usual daily consumption of fruit,1 serve,18-24,48.2
2022,9,Females,Usual daily consumption of fruit,1 serve,25-34,44.7
2022,9,Females,Usual daily consumption of fruit,1 serve,35-44,46.4
2022,9,Females,Usual daily consumption of fruit,1 serve,45-54,40.8
2022,9,Females,Usual daily consumption of fruit,1 serve,55-64,40.0
2022,9,Females,Usual daily consumption of fruit,1 serve,65 +,33.2
2022,9,Females,Usual daily consumption of fruit,1 serve,25-44,45.7
2022,9,Females,Usual daily consumption of fruit,1 serve,45-64,40.6
2022,9,Females,Usual daily consumption of fruit,1 serve,65-74,36.6
2022,9,Females,Usual daily consumption of fruit,1 serve,75 +,29.1
2022,9,Females,Usual daily consumption of fruit,1 serve,18-44,46.0
2022,9,Females,Usual daily consumption of fruit,1 serve,45 +,37.5
2022,9,Females,Usual daily consumption of fruit,1 serve,Total 18 +,41.5
2022,9,Females,Usual daily consumption of fruit,2 serves,18-24,23.6
2022,9,Females,Usual daily consumption of fruit,2 serves,25-34,29.6
2022,9,Females,Usual daily consumption of fruit,2 serves,35-44,27.2
2022,9,Females,Usual daily consumption of fruit,2 serves,45-54,32.6
2022,9,Females,Usual daily consumption of fruit,2 serves,55-64,28.1
2022,9,Females,Usual daily consumption of fruit,2 serves,65 +,35.2
2022,9,Females,Usual daily consumption of fruit,2 serves,25-44,28.5
2022,9,Females,Usual daily consumption of fruit,2 serves,45-64,30.6
2022,9,Females,Usual daily consumption of fruit,2 serves,65-74,35.0
2022,9,Females,Usual daily consumption of fruit,2 serves,75 +,35.5
2022,9,Females,Usual daily consumption of fruit,2 serves,18-44,27.7
2022,9,Females,Usual daily consumption of fruit,2 serves,45 +,32.3
2022,9,Females,Usual daily consumption of fruit,2 serves,Total 18 +,30.1
2022,9,Females,Usual daily consumption of fruit,3 serves,18-24,9.2
2022,9,Females,Usual daily consumption of fruit,3 serves,25-34,10.8
2022,9,Females,Usual daily consumption of fruit,3 serves,35-44,9.3
2022,9,Females,Usual daily consumption of fruit,3 serves,45-54,9.7
2022,9,Females,Usual daily consumption of fruit,3 serves,55-64,15.9
2022,9,Females,Usual daily consumption of fruit,3 serves,65 +,18.4
2022,9,Females,Usual daily consumption of fruit,3 serves,25-44,10.2
2022,9,Females,Usual daily consumption of fruit,3 serves,45-64,12.7
2022,9,Females,Usual daily consumption of fruit,3 serves,65-74,17.4
2022,9,Females,Usual daily consumption of fruit,3 serves,75 +,20.8
2022,9,Females,Usual daily consumption of fruit,3 serves,18-44,9.9
2022,9,Females,Usual daily consumption of fruit,3 serves,45 +,15.1
2022,9,Females,Usual daily consumption of fruit,3 serves,Total 18 +,12.8
2022,9,Females,Usual daily consumption of fruit,4 serves,18-24,3.9
2022,9,Females,Usual daily consumption of fruit,4 serves,25-34,2.6
2022,9,Females,Usual daily consumption of fruit,4 serves,35-44,2.6
2022,9,Females,Usual daily consumption of fruit,4 serves,45-54,0.9
2022,9,Females,Usual daily consumption of fruit,4 serves,55-64,2.2
2022,9,Females,Usual daily consumption of fruit,4 serves,65 +,2.8
2022,9,Females,Usual daily consumption of fruit,4 serves,25-44,2.5
2022,9,Females,Usual daily consumption of fruit,4 serves,45-64,1.6
2022,9,Females,Usual daily consumption of fruit,4 serves,65-74,2.3
2022,9,Females,Usual daily consumption of fruit,4 serves,75 +,4.1
2022,9,Females,Usual daily consumption of fruit,4 serves,18-44,2.9
2022,9,Females,Usual daily consumption of fruit,4 serves,45 +,2.2
2022,9,Females,Usual daily consumption of fruit,4 serves,Total 18 +,2.5
2022,9,Females,Usual daily consumption of fruit,5 or more serves,18-24,0.2
2022,9,Females,Usual daily consumption of fruit,5 or more serves,25-34,0.4
2022,9,Females,Usual daily consumption of fruit,5 or more serves,35-44,2.1
2022,9,Females,Usual daily consumption of fruit,5 or more serves,45-54,1.0
2022,9,Females,Usual daily consumption of fruit,5 or more serves,55-64,1.9
2022,9,Females,Usual daily consumption of fruit,5 or more serves,65 +,1.7
2022,9,Females,Usual daily consumption of fruit,5 or more serves,25-44,1.3
2022,9,Females,Usual daily consumption of fruit,5 or more serves,45-64,1.4
2022,9,Females,Usual daily consumption of fruit,5 or more serves,65-74,0.6
2022,9,Females,Usual daily consumption of fruit,5 or more serves,75 +,2.8
2022,9,Females,Usual daily consumption of fruit,5 or more serves,18-44,1.0
2022,9,Females,Usual daily consumption of fruit,5 or more serves,45 +,1.5
2022,9,Females,Usual daily consumption of fruit,5 or more serves,Total 18 +,1.3
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,18-24,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,25-34,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,35-44,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,45-54,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,55-64,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,65 +,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,25-44,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,45-64,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,65-74,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,75 +,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,18-44,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,45 +,100.0
2022,9,Females,Usual daily consumption of fruit,Total females aged 18 years and over,Total 18 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,18-24,4.3
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,25-34,2.2
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,35-44,0.7
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,45-54,0.8
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,55-64,1.9
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,65 +,1.3
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,25-44,1.8
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,45-64,1.1
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,65-74,1.0
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,75 +,1.1
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,18-44,2.0
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,45 +,1.2
2022,9,Females,Usual daily consumption of vegetables(e),Does not eat vegetables,Total 18 +,1.6
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,18-24,2.9
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,25-34,1.3
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,35-44,1.2
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,45-54,0.5
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,55-64,1.0
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,65 +,0.5
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,25-44,1.3
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,45-64,0.9
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,65-74,0.6
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,75 +,0.2
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,18-44,1.6
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,45 +,0.7
2022,9,Females,Usual daily consumption of vegetables(e),Less than 1 serve,Total 18 +,1.1
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,18-24,34.0
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,25-34,26.8
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,35-44,28.0
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,45-54,25.6
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,55-64,23.4
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,65 +,19.5
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,25-44,27.1
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,45-64,24.8
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,65-74,19.9
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,75 +,19.1
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,18-44,28.4
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,45 +,22.7
2022,9,Females,Usual daily consumption of vegetables(e),1 serve,Total 18 +,25.3
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,18-24,30.8
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,25-34,29.0
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,35-44,30.2
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,45-54,30.9
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,55-64,33.2
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,65 +,26.6
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,25-44,29.7
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,45-64,32.0
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,65-74,26.4
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,75 +,27.5
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,18-44,29.8
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,45 +,29.8
2022,9,Females,Usual daily consumption of vegetables(e),2 serves,Total 18 +,29.9
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,18-24,13.2
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,25-34,21.2
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,35-44,20.4
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,45-54,21.7
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,55-64,18.0
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,65 +,26.1
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,25-44,20.8
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,45-64,20.3
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,65-74,25.8
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,75 +,25.9
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,18-44,19.1
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,45 +,22.5
2022,9,Females,Usual daily consumption of vegetables(e),3 serves,Total 18 +,21.0
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,18-24,12.3
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,25-34,9.9
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,35-44,10.2
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,45-54,9.4
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,55-64,10.7
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,65 +,14.2
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,25-44,9.9
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,45-64,10.2
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,65-74,15.2
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,75 +,12.6
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,18-44,10.6
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,45 +,11.8
2022,9,Females,Usual daily consumption of vegetables(e),4 serves,Total 18 +,11.2
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,18-24,2.1
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,25-34,7.2
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,35-44,6.6
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,45-54,7.3
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,55-64,6.4
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,65 +,9.1
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,25-44,6.7
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,45-64,6.9
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,65-74,7.1
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,75 +,10.6
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,18-44,5.6
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,45 +,7.7
2022,9,Females,Usual daily consumption of vegetables(e),5 serves,Total 18 +,6.8
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,18-24,0.7
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,25-34,2.8
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,35-44,2.8
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,45-54,2.7
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,55-64,4.7
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,65 +,2.8
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,25-44,2.8
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,45-64,3.7
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,65-74,2.8
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,75 +,3.1
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,18-44,2.5
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,45 +,3.3
2022,9,Females,Usual daily consumption of vegetables(e),6 or more serves,Total 18 +,3.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,18-24,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,25-34,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,35-44,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,45-54,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,55-64,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,65 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,25-44,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,45-64,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,65-74,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,75 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,18-44,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,45 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),Total females aged 18 years and over,Total 18 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",18-24,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",25-34,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",35-44,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",45-54,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",55-64,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",65 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",25-44,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",45-64,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",65-74,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",75 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",18-44,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",45 +,100.0
2022,9,Females,Usual daily consumption of vegetables(e),"Total females, 18 years and over",Total 18 +,100.0
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),18-24,95.6
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),25-34,88.0
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),35-44,85.3
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),45-54,72.7
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),55-64,68.0
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),65 +,59.2
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),25-44,86.7
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),45-64,70.6
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),65-74,60.9
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),75 +,56.9
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),18-44,88.7
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),45 +,66.0
2022,10,Persons,Measured blood pressure,Normal / Low (<140 / 90 mmHg),Total 18 +,76.7
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),18-24,3.8
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),25-34,9.8
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),35-44,11.3
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),45-54,20.2
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),55-64,23.9
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),65 +,27.7
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),25-44,10.7
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),45-64,22.0
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),65-74,28.3
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),75 +,27.2
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),18-44,9.0
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),45 +,24.3
2022,10,Persons,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),Total 18 +,17.1
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),18-24,0.3
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),25-34,2.1
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),35-44,2.6
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),45-54,5.7
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),55-64,6.2
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),65 +,10.6
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),25-44,2.4
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),45-64,6.0
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),65-74,9.0
2022,10,Persons,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),75 +,13.0
