data_year,sex,age_group,risk_factor,disease,attributable_deaths,deaths,pct_deaths_total,attributable_yll,yll,pct_yll_total,attributable_yld,yld,pct_yld_total,attributable_daly,daly,pct_daly_total,disease_group
2015,Persons,15–24,Overweight (including obesity),Chronic myeloid leukaemia (CML),0.0,0.0,,0.0,0.0,,0.0,2.0,,0.0,2.0,,
2015,Persons,15–24,Overweight (including obesity),Coronary heart disease,2.0,4.0,,119.0,264.0,,19.0,46.0,,139.0,310.0,,
2015,Persons,15–24,Overweight (including obesity),Dementia,0.0,1.0,,4.0,73.0,,0.0,0.0,,4.0,73.0,,
2015,Persons,15–24,Overweight (including obesity),Gallbladder and bile duct disease,0.0,0.0,,0.0,0.0,,10.0,39.0,,10.0,39.0,,
2015,Persons,15–24,Overweight (including obesity),Gallbladder cancer,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2015,Persons,15–24,Overweight (including obesity),Gout,0.0,0.0,,0.0,0.0,,53.0,216.0,,53.0,216.0,,
2015,Persons,15–24,Overweight (including obesity),Hypertensive heart disease,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2015,Persons,15–24,Overweight (including obesity),Kidney cancer,0.0,1.0,,7.0,72.0,,0.0,3.0,,7.0,75.0,,
2015,Persons,15–24,Overweight (including obesity),Liver cancer,0.0,2.0,,10.0,139.0,,0.0,1.0,,10.0,140.0,,
2015,Persons,15–24,Overweight (including obesity),Myeloma,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2015,Persons,15–24,Overweight (including obesity),Non-Hodgkin lymphoma,0.0,7.0,,18.0,495.0,,1.0,18.0,,19.0,513.0,,
2015,Persons,15–24,Overweight (including obesity),Oesophageal cancer,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2015,Persons,15–24,Overweight (including obesity),Osteoarthritis,0.0,0.0,,0.0,0.0,,94.0,638.0,,94.0,638.0,,
2015,Persons,15–24,Overweight (including obesity),Other leukaemias,0.0,2.0,,8.0,138.0,,0.0,4.0,,8.0,142.0,,
2015,Persons,15–24,Overweight (including obesity),Ovarian cancer,0.0,2.0,,3.0,126.0,,0.0,6.0,,3.0,132.0,,
2015,Persons,15–24,Overweight (including obesity),Pancreatic cancer,0.0,1.0,,4.0,65.0,,0.0,1.0,,4.0,66.0,,
2015,Persons,15–24,Overweight (including obesity),Stroke,3.0,6.0,,192.0,396.0,,46.0,102.0,,238.0,498.0,,
2015,Persons,15–24,Overweight (including obesity),Thyroid cancer,0.0,0.0,,0.0,0.0,,2.0,24.0,,2.0,24.0,,
2015,Persons,15–24,Overweight (including obesity),Type 2 diabetes mellitus,1.0,1.0,,40.0,66.0,,139.0,249.0,,179.0,314.0,,
2015,Persons,15–24,Overweight (including obesity),Uterine cancer,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2015,Persons,25–34,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),0.0,6.0,,27.0,378.0,,1.0,18.0,,28.0,396.0,,
2015,Persons,25–34,Overweight (including obesity),Acute myeloid leukaemia (AML),1.0,11.0,,43.0,599.0,,1.0,18.0,,44.0,617.0,,
2015,Persons,25–34,Overweight (including obesity),Asthma,2.0,9.0,,126.0,521.0,,3897.0,17411.0,,4023.0,17933.0,,
2015,Persons,25–34,Overweight (including obesity),Atrial fibrillation and flutter,0.0,0.0,,0.0,0.0,,76.0,350.0,,76.0,350.0,,
2015,Persons,25–34,Overweight (including obesity),Back pain and problems,0.0,1.0,,0.0,58.0,,1898.0,27638.0,,1898.0,27696.0,,
2015,Persons,25–34,Overweight (including obesity),Bowel cancer,4.0,55.0,,246.0,3040.0,,6.0,80.0,,252.0,3120.0,,
2015,Persons,25–34,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2015,Persons,25–34,Overweight (including obesity),Chronic kidney disease,3.0,8.0,,168.0,464.0,,106.0,299.0,,274.0,762.0,,
2015,Persons,25–34,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2015,Persons,25–34,Overweight (including obesity),Chronic myeloid leukaemia (CML),0.0,4.0,,17.0,227.0,,1.0,8.0,,17.0,235.0,,
2015,Persons,25–34,Overweight (including obesity),Coronary heart disease,27.0,56.0,,1498.0,3140.0,,107.0,235.0,,1605.0,3375.0,,
2015,Persons,25–34,Overweight (including obesity),Dementia,0.0,1.0,,8.0,53.0,,2.0,14.0,,10.0,67.0,,
2015,Persons,25–34,Overweight (including obesity),Gallbladder and bile duct disease,1.0,3.0,,48.0,169.0,,30.0,98.0,,78.0,268.0,,
2015,Persons,25–34,Overweight (including obesity),Gallbladder cancer,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2015,Persons,25–34,Overweight (including obesity),Gout,0.0,0.0,,0.0,0.0,,89.0,271.0,,89.0,271.0,,
2015,Persons,25–34,Overweight (including obesity),Hypertensive heart disease,1.0,1.0,,33.0,54.0,,0.0,1.0,,34.0,55.0,,
2015,Persons,25–34,Overweight (including obesity),Kidney cancer,0.0,2.0,,20.0,120.0,,3.0,15.0,,23.0,135.0,,
2015,Persons,25–34,Overweight (including obesity),Liver cancer,1.0,7.0,,71.0,392.0,,0.0,2.0,,72.0,394.0,,
2015,Persons,25–34,Overweight (including obesity),Myeloma,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2015,Persons,25–34,Overweight (including obesity),Non-Hodgkin lymphoma,1.0,12.0,,39.0,689.0,,2.0,32.0,,41.0,721.0,,
2015,Persons,25–34,Overweight (including obesity),Oesophageal cancer,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2015,Persons,25–34,Overweight (including obesity),Osteoarthritis,0.0,0.0,,0.0,0.0,,425.0,2255.0,,425.0,2255.0,,
2015,Persons,25–34,Overweight (including obesity),Other leukaemias,0.0,1.0,,4.0,61.0,,0.0,2.0,,5.0,63.0,,
2015,Persons,25–34,Overweight (including obesity),Ovarian cancer,0.0,3.0,,4.0,176.0,,0.0,15.0,,5.0,190.0,,
2015,Persons,25–34,Overweight (including obesity),Pancreatic cancer,0.0,3.0,,9.0,171.0,,0.0,4.0,,10.0,176.0,,
2015,Persons,25–34,Overweight (including obesity),Stroke,7.0,13.0,,357.0,687.0,,111.0,217.0,,468.0,903.0,,
2015,Persons,25–34,Overweight (including obesity),Thyroid cancer,0.0,1.0,,10.0,59.0,,8.0,78.0,,18.0,137.0,,
2015,Persons,25–34,Overweight (including obesity),Type 2 diabetes mellitus,3.0,5.0,,165.0,256.0,,539.0,841.0,,704.0,1097.0,,
2015,Persons,25–34,Overweight (including obesity),Uterine cancer,1.0,3.0,,54.0,164.0,,3.0,8.0,,57.0,173.0,,
2015,Persons,35–44,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),1.0,5.0,,26.0,261.0,,1.0,12.0,,27.0,273.0,,
2015,Persons,35–44,Overweight (including obesity),Acute myeloid leukaemia (AML),2.0,19.0,,96.0,898.0,,3.0,27.0,,99.0,925.0,,
2015,Persons,35–44,Overweight (including obesity),Asthma,5.0,17.0,,238.0,814.0,,4271.0,14557.0,,4509.0,15372.0,,
2015,Persons,35–44,Overweight (including obesity),Atrial fibrillation and flutter,0.0,1.0,,12.0,49.0,,217.0,819.0,,229.0,868.0,,
2015,Persons,35–44,Overweight (including obesity),Back pain and problems,0.0,1.0,,0.0,49.0,,2959.0,31620.0,,2959.0,31669.0,,
2015,Persons,35–44,Overweight (including obesity),Bowel cancer,12.0,112.0,,548.0,5154.0,,18.0,166.0,,566.0,5320.0,,
2015,Persons,35–44,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,1.0,7.0,,1.0,7.0,,
2015,Persons,35–44,Overweight (including obesity),Chronic kidney disease,18.0,40.0,,820.0,1875.0,,275.0,628.0,,1095.0,2502.0,,
2015,Persons,35–44,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),0.0,1.0,,4.0,45.0,,1.0,8.0,,5.0,53.0,,
2015,Persons,35–44,Overweight (including obesity),Chronic myeloid leukaemia (CML),0.0,2.0,,7.0,87.0,,1.0,14.0,,9.0,101.0,,
2015,Persons,35–44,Overweight (including obesity),Coronary heart disease,97.0,242.0,,4437.0,11101.0,,517.0,1297.0,,4955.0,12398.0,,
2015,Persons,35–44,Overweight (including obesity),Dementia,1.0,6.0,,50.0,263.0,,21.0,114.0,,71.0,377.0,,
2015,Persons,35–44,Overweight (including obesity),Gallbladder and bile duct disease,1.0,3.0,,50.0,139.0,,48.0,119.0,,98.0,258.0,,
2015,Persons,35–44,Overweight (including obesity),Gallbladder cancer,1.0,5.0,,47.0,226.0,,1.0,2.0,,48.0,229.0,,
2015,Persons,35–44,Overweight (including obesity),Gout,0.0,0.0,,0.0,0.0,,115.0,300.0,,115.0,300.0,,
2015,Persons,35–44,Overweight (including obesity),Hypertensive heart disease,5.0,8.0,,237.0,377.0,,1.0,2.0,,238.0,378.0,,
2015,Persons,35–44,Overweight (including obesity),Kidney cancer,3.0,11.0,,124.0,506.0,,13.0,57.0,,137.0,562.0,,
2015,Persons,35–44,Overweight (including obesity),Liver cancer,6.0,28.0,,264.0,1289.0,,2.0,8.0,,265.0,1298.0,,
2015,Persons,35–44,Overweight (including obesity),Myeloma,1.0,7.0,,27.0,312.0,,1.0,15.0,,29.0,327.0,,
2015,Persons,35–44,Overweight (including obesity),Non-Hodgkin lymphoma,2.0,23.0,,81.0,1057.0,,5.0,70.0,,87.0,1127.0,,
2015,Persons,35–44,Overweight (including obesity),Oesophageal cancer,5.0,17.0,,224.0,789.0,,1.0,5.0,,226.0,794.0,,
2015,Persons,35–44,Overweight (including obesity),Osteoarthritis,0.0,0.0,,0.0,0.0,,1633.0,6584.0,,1633.0,6584.0,,
2015,Persons,35–44,Overweight (including obesity),Other leukaemias,0.0,3.0,,15.0,148.0,,1.0,7.0,,16.0,155.0,,
2015,Persons,35–44,Overweight (including obesity),Ovarian cancer,1.0,21.0,,38.0,988.0,,1.0,31.0,,39.0,1019.0,,
2015,Persons,35–44,Overweight (including obesity),Pancreatic cancer,3.0,38.0,,137.0,1736.0,,1.0,13.0,,138.0,1748.0,,
2015,Persons,35–44,Overweight (including obesity),Stroke,32.0,63.0,,1461.0,2894.0,,241.0,476.0,,1702.0,3370.0,,
2015,Persons,35–44,Overweight (including obesity),Thyroid cancer,0.0,1.0,,6.0,46.0,,18.0,136.0,,24.0,182.0,,
2015,Persons,35–44,Overweight (including obesity),Type 2 diabetes mellitus,20.0,28.0,,896.0,1286.0,,2941.0,4225.0,,3837.0,5511.0,,
2015,Persons,35–44,Overweight (including obesity),Uterine cancer,1.0,2.0,,44.0,95.0,,13.0,29.0,,57.0,124.0,,
2015,Persons,45–54,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),1.0,12.0,,54.0,462.0,,2.0,19.0,,57.0,481.0,,
2015,Persons,45–54,Overweight (including obesity),Acute myeloid leukaemia (AML),6.0,52.0,,208.0,1891.0,,5.0,44.0,,213.0,1936.0,,
2015,Persons,45–54,Overweight (including obesity),Asthma,10.0,31.0,,374.0,1176.0,,4554.0,14585.0,,4928.0,15761.0,,
2015,Persons,45–54,Overweight (including obesity),Atrial fibrillation and flutter,2.0,6.0,,62.0,217.0,,585.0,2034.0,,647.0,2251.0,,
2015,Persons,45–54,Overweight (including obesity),Back pain and problems,0.0,3.0,,0.0,117.0,,3802.0,37120.0,,3802.0,37237.0,,
2015,Persons,45–54,Overweight (including obesity),Bowel cancer,46.0,372.0,,1679.0,13617.0,,56.0,461.0,,1735.0,14077.0,,
2015,Persons,45–54,Overweight (including obesity),Breast cancer,21.0,379.0,,737.0,13990.0,,86.0,1652.0,,824.0,15642.0,,
2015,Persons,45–54,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,3.0,32.0,,3.0,32.0,,
2015,Persons,45–54,Overweight (including obesity),Chronic kidney disease,43.0,92.0,,1552.0,3346.0,,579.0,1257.0,,2132.0,4603.0,,
2015,Persons,45–54,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),1.0,5.0,,19.0,185.0,,4.0,39.0,,23.0,225.0,,
2015,Persons,45–54,Overweight (including obesity),Chronic myeloid leukaemia (CML),0.0,3.0,,11.0,113.0,,2.0,19.0,,13.0,132.0,,
2015,Persons,45–54,Overweight (including obesity),Coronary heart disease,321.0,827.0,,11766.0,30289.0,,1915.0,4972.0,,13681.0,35261.0,,
2015,Persons,45–54,Overweight (including obesity),Dementia,2.0,10.0,,76.0,376.0,,108.0,545.0,,184.0,921.0,,
2015,Persons,45–54,Overweight (including obesity),Gallbladder and bile duct disease,2.0,6.0,,86.0,222.0,,52.0,127.0,,139.0,349.0,,
2015,Persons,45–54,Overweight (including obesity),Gallbladder cancer,2.0,7.0,,68.0,258.0,,2.0,10.0,,70.0,268.0,,
2015,Persons,45–54,Overweight (including obesity),Gout,0.0,0.0,,0.0,0.0,,248.0,585.0,,248.0,585.0,,
2015,Persons,45–54,Overweight (including obesity),Hypertensive heart disease,22.0,36.0,,812.0,1333.0,,2.0,4.0,,814.0,1337.0,,
2015,Persons,45–54,Overweight (including obesity),Kidney cancer,14.0,57.0,,522.0,2108.0,,38.0,152.0,,560.0,2259.0,,
2015,Persons,45–54,Overweight (including obesity),Liver cancer,32.0,141.0,,1162.0,5094.0,,11.0,46.0,,1173.0,5140.0,,
2015,Persons,45–54,Overweight (including obesity),Myeloma,3.0,34.0,,116.0,1210.0,,6.0,66.0,,122.0,1276.0,,
2015,Persons,45–54,Overweight (including obesity),Non-Hodgkin lymphoma,6.0,67.0,,211.0,2447.0,,13.0,148.0,,223.0,2595.0,,
2015,Persons,45–54,Overweight (including obesity),Oesophageal cancer,29.0,93.0,,1051.0,3384.0,,8.0,25.0,,1059.0,3409.0,,
2015,Persons,45–54,Overweight (including obesity),Osteoarthritis,0.0,1.0,,0.0,35.0,,4729.0,17977.0,,4729.0,18012.0,,
2015,Persons,45–54,Overweight (including obesity),Other leukaemias,1.0,9.0,,35.0,320.0,,1.0,12.0,,36.0,332.0,,
2015,Persons,45–54,Overweight (including obesity),Ovarian cancer,3.0,72.0,,105.0,2607.0,,3.0,79.0,,108.0,2685.0,,
2015,Persons,45–54,Overweight (including obesity),Pancreatic cancer,14.0,165.0,,508.0,6041.0,,4.0,50.0,,512.0,6091.0,,
2015,Persons,45–54,Overweight (including obesity),Stroke,88.0,191.0,,3288.0,7103.0,,495.0,1074.0,,3783.0,8178.0,,
2015,Persons,45–54,Overweight (including obesity),Thyroid cancer,1.0,7.0,,47.0,265.0,,27.0,184.0,,74.0,450.0,,
2015,Persons,45–54,Overweight (including obesity),Type 2 diabetes mellitus,57.0,86.0,,2058.0,3106.0,,5759.0,8766.0,,7817.0,11872.0,,
2015,Persons,45–54,Overweight (including obesity),Uterine cancer,13.0,28.0,,470.0,1023.0,,46.0,98.0,,516.0,1121.0,,
2015,Persons,55–64,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),2.0,12.0,,43.0,356.0,,3.0,27.0,,46.0,384.0,,
2015,Persons,55–64,Overweight (including obesity),Acute myeloid leukaemia (AML),14.0,118.0,,379.0,3279.0,,8.0,70.0,,387.0,3349.0,,
2015,Persons,55–64,Overweight (including obesity),Asthma,11.0,32.0,,300.0,890.0,,4864.0,14429.0,,5164.0,15320.0,,
2015,Persons,55–64,Overweight (including obesity),Atrial fibrillation and flutter,7.0,21.0,,177.0,569.0,,1510.0,4884.0,,1687.0,5454.0,,
2015,Persons,55–64,Overweight (including obesity),Back pain and problems,0.0,2.0,,0.0,56.0,,4067.0,36112.0,,4067.0,36168.0,,
2015,Persons,55–64,Overweight (including obesity),Bowel cancer,105.0,731.0,,2892.0,20178.0,,137.0,974.0,,3029.0,21152.0,,
2015,Persons,55–64,Overweight (including obesity),Breast cancer,56.0,575.0,,1571.0,16240.0,,213.0,2191.0,,1784.0,18430.0,,
2015,Persons,55–64,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,7.0,61.0,,7.0,61.0,,
2015,Persons,55–64,Overweight (including obesity),Chronic kidney disease,124.0,230.0,,3427.0,6409.0,,1012.0,1896.0,,4439.0,8305.0,,
2015,Persons,55–64,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),3.0,25.0,,75.0,668.0,,11.0,97.0,,87.0,765.0,,
2015,Persons,55–64,Overweight (including obesity),Chronic myeloid leukaemia (CML),0.0,4.0,,13.0,111.0,,3.0,23.0,,16.0,134.0,,
2015,Persons,55–64,Overweight (including obesity),Coronary heart disease,575.0,1585.0,,16011.0,44075.0,,3881.0,10747.0,,19892.0,54822.0,,
2015,Persons,55–64,Overweight (including obesity),Dementia,26.0,117.0,,684.0,3139.0,,968.0,4379.0,,1651.0,7518.0,,
2015,Persons,55–64,Overweight (including obesity),Gallbladder and bile duct disease,9.0,22.0,,258.0,624.0,,56.0,129.0,,314.0,753.0,,
2015,Persons,55–64,Overweight (including obesity),Gallbladder cancer,11.0,42.0,,312.0,1137.0,,7.0,28.0,,319.0,1165.0,,
2015,Persons,55–64,Overweight (including obesity),Gout,0.0,1.0,,12.0,25.0,,609.0,1370.0,,621.0,1395.0,,
2015,Persons,55–64,Overweight (including obesity),Hypertensive heart disease,33.0,57.0,,952.0,1624.0,,6.0,10.0,,957.0,1633.0,,
2015,Persons,55–64,Overweight (including obesity),Kidney cancer,46.0,168.0,,1282.0,4692.0,,76.0,276.0,,1358.0,4968.0,,
2015,Persons,55–64,Overweight (including obesity),Liver cancer,107.0,421.0,,3034.0,11922.0,,38.0,147.0,,3072.0,12070.0,,
2015,Persons,55–64,Overweight (including obesity),Myeloma,14.0,138.0,,399.0,3835.0,,23.0,217.0,,421.0,4052.0,,
2015,Persons,55–64,Overweight (including obesity),Non-Hodgkin lymphoma,17.0,181.0,,483.0,5059.0,,28.0,298.0,,511.0,5357.0,,
2015,Persons,55–64,Overweight (including obesity),Oesophageal cancer,73.0,220.0,,2046.0,6131.0,,29.0,87.0,,2075.0,6218.0,,
2015,Persons,55–64,Overweight (including obesity),Osteoarthritis,0.0,3.0,,0.0,81.0,,9095.0,32034.0,,9095.0,32115.0,,
2015,Persons,55–64,Overweight (including obesity),Other leukaemias,2.0,21.0,,66.0,582.0,,3.0,30.0,,70.0,612.0,,
2015,Persons,55–64,Overweight (including obesity),Ovarian cancer,7.0,157.0,,194.0,4366.0,,8.0,173.0,,202.0,4539.0,,
2015,Persons,55–64,Overweight (including obesity),Pancreatic cancer,41.0,441.0,,1119.0,12196.0,,12.0,127.0,,1131.0,12323.0,,
2015,Persons,55–64,Overweight (including obesity),Stroke,188.0,461.0,,5226.0,12809.0,,760.0,1860.0,,5985.0,14670.0,,
2015,Persons,55–64,Overweight (including obesity),Thyroid cancer,4.0,22.0,,103.0,603.0,,30.0,182.0,,133.0,786.0,,
2015,Persons,55–64,Overweight (including obesity),Type 2 diabetes mellitus,147.0,235.0,,4064.0,6489.0,,11729.0,18767.0,,15794.0,25256.0,,
2015,Persons,55–64,Overweight (including obesity),Uterine cancer,37.0,75.0,,1025.0,2064.0,,119.0,240.0,,1144.0,2303.0,,
2015,Persons,65–84,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),5.0,42.0,,71.0,642.0,,7.0,67.0,,78.0,709.0,,
2015,Persons,65–84,Overweight (including obesity),Acute myeloid leukaemia (AML),60.0,583.0,,904.0,8591.0,,27.0,266.0,,931.0,8858.0,,
2015,Persons,65–84,Overweight (including obesity),Asthma,39.0,131.0,,559.0,1833.0,,4657.0,14657.0,,5216.0,16490.0,,
2015,Persons,65–84,Overweight (including obesity),Atrial fibrillation and flutter,171.0,659.0,,2114.0,7934.0,,5702.0,20433.0,,7815.0,28367.0,,
2015,Persons,65–84,Overweight (including obesity),Back pain and problems,0.0,28.0,,0.0,377.0,,4139.0,39471.0,,4139.0,39847.0,,
2015,Persons,65–84,Overweight (including obesity),Bowel cancer,367.0,2966.0,,5584.0,43464.0,,422.0,3322.0,,6006.0,46786.0,,
2015,Persons,65–84,Overweight (including obesity),Breast cancer,112.0,1335.0,,1790.0,20673.0,,336.0,3913.0,,2126.0,24586.0,,
2015,Persons,65–84,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,201.0,2005.0,,201.0,2005.0,,
2015,Persons,65–84,Overweight (including obesity),Chronic kidney disease,605.0,1605.0,,8581.0,21261.0,,2812.0,6831.0,,11393.0,28092.0,,
2015,Persons,65–84,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),17.0,171.0,,245.0,2386.0,,31.0,297.0,,276.0,2683.0,,
2015,Persons,65–84,Overweight (including obesity),Chronic myeloid leukaemia (CML),5.0,47.0,,60.0,586.0,,4.0,38.0,,64.0,624.0,,
2015,Persons,65–84,Overweight (including obesity),Coronary heart disease,1811.0,8257.0,,27326.0,113506.0,,8254.0,33979.0,,35581.0,147486.0,,
2015,Persons,65–84,Overweight (including obesity),Dementia,756.0,4190.0,,9333.0,50231.0,,6623.0,35630.0,,15957.0,85861.0,,
2015,Persons,65–84,Overweight (including obesity),Gallbladder and bile duct disease,67.0,177.0,,904.0,2339.0,,78.0,193.0,,982.0,2532.0,,
2015,Persons,65–84,Overweight (including obesity),Gallbladder cancer,38.0,166.0,,566.0,2428.0,,24.0,107.0,,590.0,2535.0,,
2015,Persons,65–84,Overweight (including obesity),Gout,4.0,10.0,,60.0,143.0,,898.0,2167.0,,958.0,2310.0,,
2015,Persons,65–84,Overweight (including obesity),Hypertensive heart disease,169.0,372.0,,2413.0,5092.0,,29.0,65.0,,2442.0,5157.0,,
2015,Persons,65–84,Overweight (including obesity),Kidney cancer,126.0,511.0,,1911.0,7619.0,,135.0,539.0,,2046.0,8158.0,,
2015,Persons,65–84,Overweight (including obesity),Liver cancer,223.0,1008.0,,3495.0,15348.0,,58.0,254.0,,3554.0,15602.0,,
2015,Persons,65–84,Overweight (including obesity),Myeloma,57.0,624.0,,864.0,9150.0,,86.0,933.0,,950.0,10082.0,,
2015,Persons,65–84,Overweight (including obesity),Non-Hodgkin lymphoma,72.0,861.0,,1078.0,12490.0,,69.0,822.0,,1148.0,13312.0,,
2015,Persons,65–84,Overweight (including obesity),Oesophageal cancer,242.0,787.0,,3854.0,12310.0,,88.0,288.0,,3942.0,12598.0,,
2015,Persons,65–84,Overweight (including obesity),Osteoarthritis,0.0,25.0,,0.0,296.0,,12849.0,48735.0,,12849.0,49031.0,,
2015,Persons,65–84,Overweight (including obesity),Other leukaemias,17.0,164.0,,242.0,2304.0,,15.0,144.0,,257.0,2448.0,,
2015,Persons,65–84,Overweight (including obesity),Ovarian cancer,20.0,533.0,,328.0,8305.0,,20.0,529.0,,348.0,8834.0,,
2015,Persons,65–84,Overweight (including obesity),Pancreatic cancer,135.0,1630.0,,2093.0,24723.0,,35.0,421.0,,2128.0,25144.0,,
2015,Persons,65–84,Overweight (including obesity),Stroke,664.0,3975.0,,10174.0,51339.0,,1733.0,8135.0,,11907.0,59474.0,,
2015,Persons,65–84,Overweight (including obesity),Thyroid cancer,15.0,86.0,,228.0,1319.0,,37.0,232.0,,266.0,1551.0,,
2015,Persons,65–84,Overweight (including obesity),Type 2 diabetes mellitus,586.0,1374.0,,8665.0,18918.0,,15501.0,31743.0,,24165.0,50662.0,,
2015,Persons,65–84,Overweight (including obesity),Uterine cancer,134.0,309.0,,2114.0,4747.0,,209.0,472.0,,2323.0,5219.0,,
2015,Persons,85+,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),2.0,19.0,,10.0,111.0,,5.0,50.0,,15.0,161.0,,
2015,Persons,85+,Overweight (including obesity),Acute myeloid leukaemia (AML),14.0,160.0,,83.0,941.0,,9.0,103.0,,92.0,1044.0,,
2015,Persons,85+,Overweight (including obesity),Asthma,52.0,199.0,,259.0,988.0,,411.0,1560.0,,669.0,2548.0,,
2015,Persons,85+,Overweight (including obesity),Atrial fibrillation and flutter,362.0,1551.0,,1812.0,7750.0,,1460.0,6198.0,,3271.0,13947.0,,
2015,Persons,85+,Overweight (including obesity),Back pain and problems,0.0,32.0,,0.0,146.0,,287.0,3473.0,,287.0,3618.0,,
2015,Persons,85+,Overweight (including obesity),Bowel cancer,136.0,1509.0,,775.0,8411.0,,116.0,1261.0,,891.0,9672.0,,
2015,Persons,85+,Overweight (including obesity),Breast cancer,42.0,605.0,,231.0,3295.0,,64.0,926.0,,295.0,4222.0,,
2015,Persons,85+,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,147.0,1727.0,,147.0,1727.0,,
2015,Persons,85+,Overweight (including obesity),Chronic kidney disease,549.0,1914.0,,2852.0,9928.0,,679.0,2386.0,,3531.0,12314.0,,
2015,Persons,85+,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),13.0,149.0,,72.0,816.0,,7.0,84.0,,80.0,900.0,,
2015,Persons,85+,Overweight (including obesity),Chronic myeloid leukaemia (CML),3.0,39.0,,19.0,217.0,,1.0,17.0,,20.0,234.0,,
2015,Persons,85+,Overweight (including obesity),Coronary heart disease,1562.0,11820.0,,7835.0,59126.0,,2120.0,15984.0,,9955.0,75109.0,,
2015,Persons,85+,Overweight (including obesity),Dementia,1530.0,9568.0,,7635.0,47621.0,,6073.0,38268.0,,13709.0,85889.0,,
2015,Persons,85+,Overweight (including obesity),Gallbladder and bile duct disease,82.0,230.0,,435.0,1224.0,,10.0,29.0,,445.0,1253.0,,
2015,Persons,85+,Overweight (including obesity),Gallbladder cancer,15.0,74.0,,81.0,412.0,,8.0,38.0,,89.0,450.0,,
2015,Persons,85+,Overweight (including obesity),Gout,7.0,20.0,,42.0,116.0,,87.0,250.0,,129.0,366.0,,
2015,Persons,85+,Overweight (including obesity),Hypertensive heart disease,359.0,947.0,,1671.0,4407.0,,31.0,81.0,,1702.0,4489.0,,
2015,Persons,85+,Overweight (including obesity),Kidney cancer,43.0,209.0,,255.0,1236.0,,23.0,113.0,,278.0,1348.0,,
2015,Persons,85+,Overweight (including obesity),Liver cancer,44.0,250.0,,252.0,1413.0,,13.0,72.0,,265.0,1485.0,,
2015,Persons,85+,Overweight (including obesity),Myeloma,17.0,221.0,,98.0,1284.0,,37.0,495.0,,135.0,1779.0,,
2015,Persons,85+,Overweight (including obesity),Non-Hodgkin lymphoma,27.0,404.0,,155.0,2358.0,,18.0,271.0,,173.0,2629.0,,
2015,Persons,85+,Overweight (including obesity),Oesophageal cancer,57.0,228.0,,331.0,1304.0,,24.0,95.0,,355.0,1400.0,,
2015,Persons,85+,Overweight (including obesity),Osteoarthritis,0.0,104.0,,0.0,448.0,,1373.0,6287.0,,1373.0,6735.0,,
2015,Persons,85+,Overweight (including obesity),Other leukaemias,9.0,105.0,,51.0,570.0,,9.0,98.0,,59.0,668.0,,
2015,Persons,85+,Overweight (including obesity),Ovarian cancer,5.0,168.0,,30.0,948.0,,8.0,250.0,,38.0,1198.0,,
2015,Persons,85+,Overweight (including obesity),Pancreatic cancer,40.0,575.0,,227.0,3278.0,,11.0,163.0,,238.0,3441.0,,
2015,Persons,85+,Overweight (including obesity),Stroke,375.0,6564.0,,1896.0,33092.0,,191.0,3289.0,,2087.0,36381.0,,
2015,Persons,85+,Overweight (including obesity),Thyroid cancer,4.0,32.0,,21.0,170.0,,5.0,43.0,,27.0,213.0,,
2015,Persons,85+,Overweight (including obesity),Type 2 diabetes mellitus,351.0,1204.0,,1866.0,6387.0,,1407.0,4745.0,,3273.0,11132.0,,
2015,Persons,85+,Overweight (including obesity),Uterine cancer,34.0,93.0,,192.0,527.0,,34.0,94.0,,227.0,621.0,,
