data_year,sex,age_group,risk_factor,cause_name,attributable_deaths,deaths,pct_deaths_total,attributable_yll,yll,pct_yll_total,attributable_yld,yld,pct_yld_total,attributable_daly,daly,pct_daly_total,disease_group
2015,Persons,nan,Occupational exposures & hazards,COPD,86.0,7320.0,,2300.0,90203.0,,1629.0,78103.0,,3928.0,168306.0,,
2015,Persons,nan,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),10.0,351.0,,135.0,4100.0,,18.0,527.0,,152.0,4627.0,,
2015,Persons,nan,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),3.0,100.0,,41.0,1340.0,,4.0,122.0,,45.0,1463.0,,
2015,Persons,nan,Occupational exposures & hazards,Drowning,5.0,229.0,,201.0,10892.0,,11.0,198.0,,213.0,11090.0,,
2015,Persons,nan,Occupational exposures & hazards,Falls,29.0,3460.0,,1092.0,32921.0,,70.0,36646.0,,1162.0,69567.0,,
2015,Persons,nan,Occupational exposures & hazards,"Fire, burns and scalds",6.0,64.0,,243.0,1520.0,,28.0,1890.0,,270.0,3410.0,,
2015,Persons,nan,Occupational exposures & hazards,Hearing loss,0.0,0.0,,0.0,0.0,,4786.0,74403.0,,4786.0,74403.0,,
2015,Persons,nan,Occupational exposures & hazards,Homicide and violence,5.0,285.0,,273.0,14198.0,,21.0,4057.0,,294.0,18256.0,,
2015,Persons,nan,Occupational exposures & hazards,Kidney cancer,0.0,961.0,,2.0,16451.0,,0.0,1166.0,,2.0,17617.0,,
2015,Persons,nan,Occupational exposures & hazards,Laryngeal cancer,5.0,220.0,,90.0,3820.0,,7.0,299.0,,97.0,4119.0,,
2015,Persons,nan,Occupational exposures & hazards,Lung cancer,685.0,8852.0,,11727.0,156145.0,,240.0,3184.0,,11966.0,159329.0,,
2015,Persons,nan,Occupational exposures & hazards,Mesothelioma,434.0,683.0,,6635.0,10491.0,,184.0,291.0,,6819.0,10782.0,,
2015,Persons,nan,Occupational exposures & hazards,Nasopharyngeal cancer,0.0,78.0,,4.0,2002.0,,0.0,74.0,,4.0,2076.0,,
2015,Persons,nan,Occupational exposures & hazards,Other land transport injuries,14.0,166.0,,383.0,6406.0,,21.0,4874.0,,405.0,11280.0,,
2015,Persons,nan,Occupational exposures & hazards,Other leukaemias,10.0,308.0,,139.0,4279.0,,9.0,302.0,,148.0,4581.0,,
2015,Persons,nan,Occupational exposures & hazards,Other pneumoconiosis,6.0,6.0,,107.0,107.0,,41.0,41.0,,148.0,148.0,,
2015,Persons,nan,Occupational exposures & hazards,Other unintentional injuries,95.0,556.0,,3919.0,16957.0,,247.0,11586.0,,4166.0,28543.0,,
2015,Persons,nan,Occupational exposures & hazards,Ovarian cancer,2.0,956.0,,29.0,17514.0,,2.0,1084.0,,31.0,18598.0,,
2015,Persons,nan,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,53.0,859.0,,2011.0,37027.0,,265.0,4301.0,,2276.0,41328.0,,
2015,Persons,nan,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0.0,202.0,,0.0,9365.0,,0.0,2301.0,,0.0,11666.0,,
2015,Persons,nan,Occupational exposures & hazards,Silicosis,7.0,7.0,,102.0,102.0,,24.0,24.0,,126.0,126.0,,
2015,Persons,nan,Opioid use,Drug use disorders (excluding alcohol),20.0,51.0,,736.0,1985.0,,11673.0,39292.0,,12409.0,41277.0,,
2015,Persons,nan,Opioid use,Poisoning,785.0,1493.0,,33255.0,63422.0,,263.0,585.0,,33519.0,64007.0,,
2015,Persons,nan,Opioid use,Road traffic injuries - motor vehicle occupants,2.0,859.0,,114.0,37027.0,,8.0,4301.0,,122.0,41328.0,,
2015,Persons,nan,Opioid use,Road traffic injuries - motorcyclists,1.0,202.0,,35.0,9365.0,,6.0,2301.0,,41.0,11666.0,,
2015,Persons,nan,Opioid use,Suicide and self-inflicted injuries,85.0,3230.0,,3915.0,135286.0,,27.0,1245.0,,3941.0,136530.0,,
2015,Persons,nan,Other illicit drug use,Drug use disorders (excluding alcohol),11.0,51.0,,384.0,1985.0,,6612.0,39292.0,,6996.0,41277.0,,
2015,Persons,nan,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),11.0,124.0,,258.0,4220.0,,22.0,311.0,,280.0,4531.0,,
2015,Persons,nan,Overweight (including obesity),Acute myeloid leukaemia (AML),97.0,962.0,,1738.0,17699.0,,54.0,558.0,,1792.0,18256.0,,
2015,Persons,nan,Overweight (including obesity),Asthma,121.0,437.0,,2000.0,7409.0,,26977.0,113011.0,,28977.0,120420.0,,
2015,Persons,nan,Overweight (including obesity),Atrial fibrillation and flutter,542.0,2239.0,,4177.0,16519.0,,9566.0,34840.0,,13743.0,51359.0,,
2015,Persons,nan,Overweight (including obesity),Back pain and problems,0.0,72.0,,0.0,1101.0,,17921.0,195189.0,,17921.0,196291.0,,
2015,Persons,nan,Overweight (including obesity),Bowel cancer,671.0,5747.0,,11738.0,94065.0,,757.0,6294.0,,12494.0,100360.0,,
2015,Persons,nan,Overweight (including obesity),Breast cancer,231.0,3048.0,,4329.0,61508.0,,700.0,9378.0,,5028.0,70886.0,,
2015,Persons,nan,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,359.0,3832.0,,359.0,3832.0,,
2015,Persons,nan,Overweight (including obesity),Chronic kidney disease,1341.0,3900.0,,17400.0,44246.0,,5463.0,13418.0,,22863.0,57664.0,,
2015,Persons,nan,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),34.0,351.0,,415.0,4100.0,,54.0,527.0,,470.0,4627.0,,
2015,Persons,nan,Overweight (including obesity),Chronic myeloid leukaemia (CML),9.0,100.0,,127.0,1340.0,,12.0,122.0,,139.0,1463.0,,
2015,Persons,nan,Overweight (including obesity),Coronary heart disease,4395.0,22792.0,,68994.0,261591.0,,16813.0,67282.0,,85807.0,328873.0,,
2015,Persons,nan,Overweight (including obesity),Dementia,2315.0,13903.0,,17791.0,102550.0,,13795.0,78948.0,,31586.0,181498.0,,
2015,Persons,nan,Overweight (including obesity),Gallbladder and bile duct disease,163.0,441.0,,1781.0,4717.0,,284.0,737.0,,2066.0,5454.0,,
2015,Persons,nan,Overweight (including obesity),Gallbladder cancer,67.0,294.0,,1074.0,4461.0,,42.0,187.0,,1116.0,4647.0,,
2015,Persons,nan,Overweight (including obesity),Gout,12.0,31.0,,114.0,284.0,,2099.0,5193.0,,2213.0,5478.0,,
2015,Persons,nan,Overweight (including obesity),Hypertensive heart disease,589.0,1421.0,,6117.0,12887.0,,70.0,163.0,,6187.0,13050.0,,
2015,Persons,nan,Overweight (including obesity),Kidney cancer,232.0,961.0,,4119.0,16451.0,,289.0,1166.0,,4408.0,17617.0,,
2015,Persons,nan,Overweight (including obesity),Liver cancer,414.0,1862.0,,8289.0,35954.0,,122.0,534.0,,8411.0,36488.0,,
2015,Persons,nan,Overweight (including obesity),Myeloma,92.0,1025.0,,1503.0,15791.0,,154.0,1727.0,,1657.0,17518.0,,
2015,Persons,nan,Overweight (including obesity),Non-Hodgkin lymphoma,124.0,1559.0,,2066.0,24853.0,,136.0,1668.0,,2202.0,26521.0,,
2015,Persons,nan,Overweight (including obesity),Oesophageal cancer,406.0,1345.0,,7506.0,23918.0,,151.0,501.0,,7657.0,24419.0,,
2015,Persons,nan,Overweight (including obesity),Osteoarthritis,0.0,133.0,,0.0,860.0,,30198.0,114944.0,,30198.0,115804.0,,
2015,Persons,nan,Overweight (including obesity),Other leukaemias,30.0,308.0,,421.0,4279.0,,29.0,302.0,,450.0,4581.0,,
2015,Persons,nan,Overweight (including obesity),Ovarian cancer,37.0,956.0,,702.0,17514.0,,41.0,1084.0,,742.0,18598.0,,
2015,Persons,nan,Overweight (including obesity),Pancreatic cancer,232.0,2854.0,,4096.0,48210.0,,64.0,780.0,,4160.0,48990.0,,
2015,Persons,nan,Overweight (including obesity),Stroke,1357.0,11278.0,,22594.0,108802.0,,3575.0,15277.0,,26169.0,124079.0,,
2015,Persons,nan,Overweight (including obesity),Thyroid cancer,24.0,149.0,,415.0,2463.0,,128.0,882.0,,543.0,3345.0,,
2015,Persons,nan,Overweight (including obesity),Type 2 diabetes mellitus,1164.0,2932.0,,17754.0,36508.0,,38016.0,69397.0,,55769.0,105905.0,,
2015,Persons,nan,Overweight (including obesity),Uterine cancer,220.0,509.0,,3899.0,8620.0,,425.0,941.0,,4324.0,9561.0,,
2015,Persons,nan,Physical inactivity,Bowel cancer,731.0,5747.0,,11069.0,94065.0,,780.0,6294.0,,11850.0,100360.0,,
2015,Persons,nan,Physical inactivity,Breast cancer,106.0,3048.0,,1988.0,61508.0,,313.0,9378.0,,2301.0,70886.0,,
2015,Persons,nan,Physical inactivity,Coronary heart disease,4020.0,22792.0,,41503.0,261591.0,,10994.0,67282.0,,52496.0,328873.0,,
2015,Persons,nan,Physical inactivity,Dementia,1650.0,13903.0,,11923.0,102550.0,,9252.0,78948.0,,21175.0,181498.0,,
2015,Persons,nan,Physical inactivity,Stroke,1170.0,11278.0,,10250.0,108802.0,,1383.0,15277.0,,11632.0,124079.0,,
2015,Persons,nan,Physical inactivity,Type 2 diabetes mellitus,651.0,2932.0,,7642.0,36508.0,,13993.0,69397.0,,21635.0,105905.0,,
2015,Persons,nan,Physical inactivity,Uterine cancer,81.0,509.0,,1340.0,8620.0,,147.0,941.0,,1486.0,9561.0,,
2015,Persons,nan,Tobacco use,Acute lymphoblastic leukaemia (ALL),9.0,124.0,,134.0,4220.0,,17.0,311.0,,151.0,4531.0,,
2015,Persons,nan,Tobacco use,Acute myeloid leukaemia (AML),119.0,962.0,,1768.0,17699.0,,63.0,558.0,,1832.0,18256.0,,
2015,Persons,nan,Tobacco use,Age-related macular degeneration,0.0,0.0,,0.0,0.0,,330.0,7476.0,,330.0,7476.0,,
2015,Persons,nan,Tobacco use,Aortic aneurysm,72.0,1036.0,,1686.0,13650.0,,1.0,11.0,,1687.0,13661.0,,
2015,Persons,nan,Tobacco use,Asthma,31.0,437.0,,725.0,7409.0,,10221.0,113011.0,,10946.0,120420.0,,
2015,Persons,nan,Tobacco use,Atrial fibrillation and flutter,71.0,2239.0,,772.0,16519.0,,3493.0,34840.0,,4265.0,51359.0,,
2015,Persons,nan,Tobacco use,Back pain and problems,1.0,72.0,,26.0,1101.0,,8341.0,195189.0,,8368.0,196291.0,,
2015,Persons,nan,Tobacco use,Bladder cancer,430.0,1185.0,,4840.0,14637.0,,418.0,1211.0,,5258.0,15849.0,,
2015,Persons,nan,Tobacco use,Bowel cancer,513.0,5747.0,,6798.0,94065.0,,528.0,6294.0,,7326.0,100360.0,,
2015,Persons,nan,Tobacco use,Breast cancer,225.0,3048.0,,3643.0,61508.0,,621.0,9378.0,,4264.0,70886.0,,
2015,Persons,nan,Tobacco use,COPD,5615.0,7320.0,,66527.0,90203.0,,59277.0,78103.0,,125804.0,168306.0,,
2015,Persons,nan,Tobacco use,Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,144.0,3832.0,,144.0,3832.0,,
2015,Persons,nan,Tobacco use,Cervical cancer,30.0,240.0,,603.0,6556.0,,27.0,313.0,,630.0,6868.0,,
2015,Persons,nan,Tobacco use,Chronic lymphocytic leukaemia (CLL),50.0,351.0,,557.0,4100.0,,67.0,527.0,,624.0,4627.0,,
2015,Persons,nan,Tobacco use,Chronic myeloid leukaemia (CML),14.0,100.0,,148.0,1340.0,,12.0,122.0,,160.0,1463.0,,
2015,Persons,nan,Tobacco use,Coronary heart disease,1730.0,22792.0,,37429.0,261591.0,,8236.0,67282.0,,45665.0,328873.0,,
2015,Persons,nan,Tobacco use,Dementia,269.0,13903.0,,2331.0,102550.0,,1869.0,78948.0,,4200.0,181498.0,,
2015,Persons,nan,Tobacco use,Gallbladder and bile duct disease,5.0,441.0,,82.0,4717.0,,19.0,737.0,,101.0,5454.0,,
2015,Persons,nan,Tobacco use,Gastroduodenal disorders,34.0,564.0,,503.0,5592.0,,36.0,315.0,,538.0,5908.0,,
2015,Persons,nan,Tobacco use,Hypertensive heart disease,69.0,1421.0,,1364.0,12887.0,,9.0,163.0,,1373.0,13050.0,,
2015,Persons,nan,Tobacco use,Influenza,1.0,304.0,,21.0,3966.0,,4.0,669.0,,25.0,4635.0,,
2015,Persons,nan,Tobacco use,Kidney cancer,184.0,961.0,,2790.0,16451.0,,194.0,1166.0,,2984.0,17617.0,,
2015,Persons,nan,Tobacco use,Laryngeal cancer,170.0,220.0,,2873.0,3820.0,,227.0,299.0,,3100.0,4119.0,,
2015,Persons,nan,Tobacco use,Lip and oral cavity cancer,322.0,548.0,,5442.0,10168.0,,529.0,972.0,,5971.0,11140.0,,
2015,Persons,nan,Tobacco use,Liver cancer,405.0,1862.0,,6977.0,35954.0,,115.0,534.0,,7092.0,36488.0,,
2015,Persons,nan,Tobacco use,Lower respiratory infections,437.0,3431.0,,5522.0,33351.0,,625.0,3797.0,,6147.0,37147.0,,
2015,Persons,nan,Tobacco use,Lung cancer,7133.0,8852.0,,121330.0,156145.0,,2565.0,3184.0,,123896.0,159329.0,,
2015,Persons,nan,Tobacco use,Multiple sclerosis,11.0,187.0,,320.0,4194.0,,687.0,8647.0,,1007.0,12841.0,,
2015,Persons,nan,Tobacco use,Nasopharyngeal cancer,40.0,78.0,,891.0,2002.0,,37.0,74.0,,928.0,2076.0,,
2015,Persons,nan,Tobacco use,Oesophageal cancer,753.0,1345.0,,12460.0,23918.0,,283.0,501.0,,12743.0,24419.0,,
2015,Persons,nan,Tobacco use,Other cardiovascular diseases,191.0,2111.0,,5568.0,35170.0,,1588.0,10096.0,,7157.0,45266.0,,
2015,Persons,nan,Tobacco use,Other leukaemias,41.0,308.0,,471.0,4279.0,,40.0,302.0,,511.0,4581.0,,
2015,Persons,nan,Tobacco use,Other respiratory disease,235.0,996.0,,2300.0,11936.0,,436.0,2190.0,,2736.0,14126.0,,
2015,Persons,nan,Tobacco use,Otitis media,0.0,2.0,,0.0,58.0,,3.0,448.0,,3.0,507.0,,
2015,Persons,nan,Tobacco use,Pancreatic cancer,705.0,2854.0,,10590.0,48210.0,,190.0,780.0,,10780.0,48990.0,,
2015,Persons,nan,Tobacco use,Peripheral vascular disease,36.0,740.0,,632.0,7226.0,,183.0,1642.0,,815.0,8868.0,,
2015,Persons,nan,Tobacco use,Prostate cancer,193.0,3296.0,,1998.0,38048.0,,624.0,12472.0,,2622.0,50520.0,,
2015,Persons,nan,Tobacco use,Rheumatoid arthritis,5.0,204.0,,71.0,2455.0,,4356.0,92686.0,,4427.0,95140.0,,
2015,Persons,nan,Tobacco use,Stomach cancer,187.0,1185.0,,2798.0,21249.0,,94.0,611.0,,2893.0,21860.0,,
2015,Persons,nan,Tobacco use,Stroke,642.0,11278.0,,11557.0,108802.0,,1787.0,15277.0,,13345.0,124079.0,,
2015,Persons,nan,Tobacco use,Type 2 diabetes mellitus,90.0,2932.0,,1535.0,36508.0,,3111.0,69397.0,,4646.0,105905.0,,
2015,Persons,nan,UV sun exposure,Melanoma of the skin,968.0,1528.0,,18345.0,28981.0,,2074.0,3277.0,,20419.0,32258.0,,
2015,Persons,nan,UV sun exposure,Non-melanoma skin cancer,824.0,829.0,,10709.0,10774.0,,1867.0,1878.0,,12576.0,12652.0,,
2015,Persons,nan,Unsafe injecting practices,Chronic liver disease,556.0,2274.0,,13874.0,56876.0,,616.0,2571.0,,14490.0,59447.0,,
2015,Persons,nan,Unsafe injecting practices,HIV/AIDS,3.0,42.0,,104.0,1423.0,,112.0,1500.0,,216.0,2923.0,,
2015,Persons,nan,Unsafe injecting practices,Hepatitis B (acute),10.0,26.0,,233.0,628.0,,0.0,1.0,,234.0,629.0,,
2015,Persons,nan,Unsafe injecting practices,Hepatitis C (acute),7.0,9.0,,126.0,169.0,,3.0,4.0,,129.0,173.0,,
2015,Persons,nan,Unsafe injecting practices,Liver cancer,445.0,1862.0,,8536.0,35954.0,,127.0,534.0,,8663.0,36488.0,,
2015,Persons,nan,Unsafe sex,Cervical cancer,240.0,240.0,,6556.0,6556.0,,313.0,313.0,,6868.0,6868.0,,
2015,Persons,nan,Unsafe sex,Chlamydia,1.0,1.0,,13.0,13.0,,238.0,238.0,,251.0,251.0,,
2015,Persons,nan,Unsafe sex,Chronic liver disease,18.0,2274.0,,447.0,56876.0,,20.0,2571.0,,467.0,59447.0,,
2015,Persons,nan,Unsafe sex,Gonorrhoea,0.0,0.0,,0.0,0.0,,37.0,37.0,,37.0,37.0,,
2015,Persons,nan,Unsafe sex,HIV/AIDS,38.0,42.0,,1298.0,1423.0,,1364.0,1500.0,,2662.0,2923.0,,
2015,Persons,nan,Unsafe sex,Hepatitis B (acute),5.0,26.0,,132.0,628.0,,0.0,1.0,,132.0,629.0,,
2015,Persons,nan,Unsafe sex,Hepatitis C (acute),0.0,9.0,,8.0,169.0,,0.0,4.0,,8.0,173.0,,
2015,Persons,nan,Unsafe sex,Liver cancer,14.0,1862.0,,275.0,35954.0,,4.0,534.0,,279.0,36488.0,,
2015,Persons,nan,Unsafe sex,Other sexually transmitted infections,0.0,0.0,,0.0,0.0,,314.0,314.0,,314.0,314.0,,
2015,Persons,nan,Unsafe sex,Syphilis,0.0,0.0,,0.0,0.0,,17.0,17.0,,17.0,17.0,,
2018,Females,nan,Air pollution,COPD,265.0,3457.0,,3255.0,42639.0,,3916.0,51232.0,,7171.0,93871.0,,
2018,Females,nan,Air pollution,Coronary heart disease,534.0,8941.0,,6310.0,77112.0,,2129.0,26536.0,,8439.0,103648.0,,
2018,Females,nan,Air pollution,Lower respiratory infections,117.0,1845.0,,909.0,14401.0,,131.0,2073.0,,1040.0,16474.0,,
2018,Females,nan,Air pollution,Lung cancer,369.0,3818.0,,6455.0,66855.0,,146.0,1507.0,,6600.0,68362.0,,
2018,Females,nan,Air pollution,Stroke,390.0,6239.0,,4729.0,55416.0,,687.0,7434.0,,5416.0,62850.0,,
2018,Females,nan,Air pollution,Type 2 diabetes mellitus,247.0,1524.0,,2712.0,16805.0,,4832.0,29982.0,,7545.0,46787.0,,
2018,Females,nan,Alcohol use,Alcohol use disorders,49.0,49.0,,1233.0,1233.0,,20676.0,20676.0,,21910.0,21910.0,,
2018,Females,nan,Alcohol use,Atrial fibrillation and flutter,138.0,1458.0,,879.0,9260.0,,1705.0,18021.0,,2583.0,27281.0,,
2018,Females,nan,Alcohol use,Bowel cancer,194.0,2617.0,,2727.0,40222.0,,211.0,2924.0,,2938.0,43145.0,,
2018,Females,nan,Alcohol use,Breast cancer,347.0,3106.0,,6942.0,61259.0,,1095.0,9701.0,,8037.0,70960.0,,
2018,Females,nan,Alcohol use,Chronic liver disease,62.0,812.0,,1394.0,18393.0,,98.0,1315.0,,1492.0,19708.0,,
2018,Females,nan,Alcohol use,Coronary heart disease,547.0,8941.0,,4443.0,77112.0,,1538.0,26536.0,,5981.0,103648.0,,
2018,Females,nan,Alcohol use,Drowning,2.0,46.0,,98.0,2157.0,,3.0,71.0,,101.0,2228.0,,
2018,Females,nan,Alcohol use,Epilepsy,16.0,120.0,,441.0,3650.0,,1708.0,17042.0,,2149.0,20691.0,,
2018,Females,nan,Alcohol use,Falls,68.0,2146.0,,659.0,16759.0,,913.0,20296.0,,1571.0,37055.0,,
2018,Females,nan,Alcohol use,"Fire, burns and scalds",1.0,13.0,,16.0,374.0,,47.0,816.0,,63.0,1191.0,,
2018,Females,nan,Alcohol use,Homicide and violence,7.0,91.0,,279.0,4035.0,,101.0,1156.0,,380.0,5191.0,,
2018,Females,nan,Alcohol use,Hypertensive heart disease,46.0,839.0,,439.0,6186.0,,7.0,116.0,,446.0,6302.0,,
2018,Females,nan,Alcohol use,Laryngeal cancer,3.0,23.0,,38.0,273.0,,5.0,33.0,,42.0,306.0,,
2018,Females,nan,Alcohol use,Lip and oral cavity cancer,40.0,192.0,,694.0,3042.0,,74.0,334.0,,767.0,3376.0,,
2018,Females,nan,Alcohol use,Liver cancer,141.0,693.0,,2476.0,12153.0,,34.0,169.0,,2510.0,12322.0,,
2018,Females,nan,Alcohol use,Lower respiratory infections,165.0,1845.0,,1187.0,14401.0,,124.0,2073.0,,1311.0,16474.0,,
2018,Females,nan,Alcohol use,Nasopharyngeal cancer,4.0,17.0,,81.0,336.0,,4.0,19.0,,85.0,355.0,,
2018,Females,nan,Alcohol use,Oesophageal cancer,48.0,363.0,,706.0,5050.0,,19.0,141.0,,725.0,5191.0,,
2018,Females,nan,Alcohol use,Other land transport injuries,6.0,32.0,,165.0,1109.0,,268.0,1337.0,,433.0,2446.0,,
2018,Females,nan,Alcohol use,Other oral cavity and pharynx cancers,14.0,62.0,,287.0,1206.0,,14.0,60.0,,301.0,1266.0,,
2018,Females,nan,Alcohol use,Other unintentional injuries,8.0,160.0,,186.0,4354.0,,217.0,3592.0,,403.0,7946.0,,
2018,Females,nan,Alcohol use,Pancreatitis,12.0,133.0,,149.0,1763.0,,21.0,265.0,,170.0,2028.0,,
2018,Females,nan,Alcohol use,Poisoning,68.0,539.0,,2640.0,21013.0,,29.0,269.0,,2669.0,21282.0,,
2018,Females,nan,Alcohol use,Road traffic injuries - motor vehicle occupants,43.0,228.0,,1746.0,9452.0,,366.0,1917.0,,2112.0,11369.0,,
2018,Females,nan,Alcohol use,Road traffic injuries - motorcyclists,1.0,7.0,,53.0,321.0,,44.0,218.0,,96.0,539.0,,
2018,Females,nan,Alcohol use,Road traffic injuries - pedal cyclists,1.0,4.0,,41.0,180.0,,60.0,312.0,,101.0,491.0,,
2018,Females,nan,Alcohol use,Road traffic injuries - pedestrians,11.0,61.0,,341.0,2127.0,,62.0,352.0,,403.0,2478.0,,
2018,Females,nan,Alcohol use,Stroke,263.0,6239.0,,2422.0,55416.0,,190.0,7434.0,,2612.0,62850.0,,
2018,Females,nan,Alcohol use,Suicide and self-inflicted injuries,65.0,820.0,,3052.0,34370.0,,63.0,695.0,,3116.0,35065.0,,
2018,Females,nan,All dietary risks,Aortic aneurysm,16.0,417.0,,218.0,4709.0,,0.0,2.0,,218.0,4711.0,,
2018,Females,nan,All dietary risks,Atrial fibrillation and flutter,52.0,1458.0,,356.0,9260.0,,846.0,18021.0,,1202.0,27281.0,,
2018,Females,nan,All dietary risks,Bowel cancer,674.0,2617.0,,10561.0,40222.0,,752.0,2924.0,,11313.0,43145.0,,
2018,Females,nan,All dietary risks,Breast cancer,100.0,3106.0,,2012.0,61259.0,,316.0,9701.0,,2328.0,70960.0,,
2018,Females,nan,All dietary risks,Cardiomyopathy,19.0,439.0,,333.0,6792.0,,59.0,1395.0,,392.0,8186.0,,
2018,Females,nan,All dietary risks,Chronic kidney disease,79.0,1674.0,,827.0,16237.0,,382.0,7353.0,,1209.0,23590.0,,
2018,Females,nan,All dietary risks,Coronary heart disease,3978.0,8941.0,,36651.0,77112.0,,12460.0,26536.0,,49111.0,103648.0,,
2018,Females,nan,All dietary risks,Hypertensive heart disease,39.0,839.0,,342.0,6186.0,,6.0,116.0,,348.0,6302.0,,
2018,Females,nan,All dietary risks,Inflammatory heart disease,1.0,134.0,,23.0,2456.0,,6.0,708.0,,29.0,3164.0,,
2018,Females,nan,All dietary risks,Lung cancer,139.0,3818.0,,2480.0,66855.0,,55.0,1507.0,,2534.0,68362.0,,
2018,Females,nan,All dietary risks,Non-rheumatic valvular disease,34.0,1158.0,,300.0,9032.0,,188.0,5802.0,,488.0,14834.0,,
2018,Females,nan,All dietary risks,Oesophageal cancer,81.0,363.0,,1139.0,5050.0,,32.0,141.0,,1170.0,5191.0,,
2018,Females,nan,All dietary risks,Peripheral vascular disease,13.0,411.0,,123.0,3568.0,,23.0,630.0,,146.0,4198.0,,
2018,Females,nan,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),8.0,246.0,,117.0,3110.0,,19.0,527.0,,136.0,3637.0,,
2018,Females,nan,All dietary risks,Stroke,1267.0,6239.0,,13218.0,55416.0,,1835.0,7434.0,,15053.0,62850.0,,
2018,Females,nan,All dietary risks,Type 2 diabetes mellitus,382.0,1524.0,,4270.0,16805.0,,7692.0,29982.0,,11963.0,46787.0,,
2018,Females,nan,Amphetamine use,Drug use disorders (excluding alcohol),3.0,8.0,,134.0,344.0,,5270.0,15429.0,,5403.0,15773.0,,
2018,Females,nan,Amphetamine use,Poisoning,98.0,539.0,,3794.0,21013.0,,42.0,269.0,,3836.0,21282.0,,
2018,Females,nan,Amphetamine use,Road traffic injuries - motor vehicle occupants,4.0,228.0,,222.0,9452.0,,47.0,1917.0,,269.0,11369.0,,
2018,Females,nan,Amphetamine use,Road traffic injuries - motorcyclists,0.0,7.0,,6.0,321.0,,6.0,218.0,,12.0,539.0,,
2018,Females,nan,Amphetamine use,Suicide and self-inflicted injuries,22.0,820.0,,1167.0,34370.0,,25.0,695.0,,1191.0,35065.0,,
2018,Females,nan,Bullying victimisation,Anxiety disorders,0.0,10.0,,0.0,82.0,,2255.0,119888.0,,2255.0,119970.0,,
2018,Females,nan,Bullying victimisation,Depressive disorders,0.0,59.0,,0.0,516.0,,2302.0,93542.0,,2302.0,94058.0,,
2018,Females,nan,Cannabis use,Anxiety disorders,0.0,10.0,,0.0,82.0,,607.0,119888.0,,607.0,119970.0,,
2018,Females,nan,Cannabis use,Depressive disorders,0.0,59.0,,0.0,516.0,,402.0,93542.0,,403.0,94058.0,,
2018,Females,nan,Cannabis use,Drug use disorders (excluding alcohol),1.0,8.0,,24.0,344.0,,1791.0,15429.0,,1815.0,15773.0,,
2018,Females,nan,Cannabis use,Poisoning,60.0,539.0,,2317.0,21013.0,,25.0,269.0,,2342.0,21282.0,,
2018,Females,nan,Cannabis use,Road traffic injuries - motor vehicle occupants,1.0,228.0,,47.0,9452.0,,8.0,1917.0,,55.0,11369.0,,
2018,Females,nan,Cannabis use,Road traffic injuries - motorcyclists,0.0,7.0,,1.0,321.0,,1.0,218.0,,2.0,539.0,,
2018,Females,nan,Cannabis use,Schizophrenia,0.0,37.0,,1.0,485.0,,178.0,12032.0,,180.0,12517.0,,
2018,Females,nan,Child abuse & neglect,Anxiety disorders,1.0,10.0,,13.0,82.0,,37196.0,119888.0,,37209.0,119970.0,,
2018,Females,nan,Child abuse & neglect,Depressive disorders,5.0,59.0,,57.0,516.0,,22172.0,93542.0,,22229.0,94058.0,,
2018,Females,nan,Child abuse & neglect,Suicide and self-inflicted injuries,254.0,820.0,,11305.0,34370.0,,230.0,695.0,,11535.0,35065.0,,
2018,Females,nan,Cocaine use,Drug use disorders (excluding alcohol),1.0,8.0,,34.0,344.0,,1583.0,15429.0,,1617.0,15773.0,,
2018,Females,nan,Cocaine use,Poisoning,15.0,539.0,,568.0,21013.0,,6.0,269.0,,575.0,21282.0,,
2018,Females,nan,Cocaine use,Road traffic injuries - motor vehicle occupants,2.0,228.0,,78.0,9452.0,,0.0,1917.0,,78.0,11369.0,,
2018,Females,nan,Cocaine use,Road traffic injuries - motorcyclists,0.0,7.0,,2.0,321.0,,0.0,218.0,,2.0,539.0,,
2018,Females,nan,Cocaine use,Suicide and self-inflicted injuries,24.0,820.0,,1224.0,34370.0,,27.0,695.0,,1251.0,35065.0,,
2018,Females,nan,Diet high in processed meat,Bowel cancer,59.0,2617.0,,902.0,40222.0,,65.0,2924.0,,967.0,43145.0,,
2018,Females,nan,Diet high in processed meat,Coronary heart disease,175.0,8941.0,,1714.0,77112.0,,575.0,26536.0,,2289.0,103648.0,,
2018,Females,nan,Diet high in processed meat,Type 2 diabetes mellitus,88.0,1524.0,,967.0,16805.0,,1719.0,29982.0,,2687.0,46787.0,,
2018,Females,nan,Diet high in red meat,Bowel cancer,148.0,2617.0,,2344.0,40222.0,,166.0,2924.0,,2510.0,43145.0,,
2018,Females,nan,Diet high in red meat,Breast cancer,100.0,3106.0,,2012.0,61259.0,,316.0,9701.0,,2328.0,70960.0,,
